WID,TrialName,ExpCostCondition,TimeCostCondition,Accurate,ShotAngle,ScoreEarned,NumExperiments,PlayTime,ShotTime,ScoreRemaining,WasIntro,TrialOrder,TimedOutShot,ScoreOut,FocusLost
worker_57,intro_6,20,6,True,-1.93691800408,95,0,1098.0,839.0,95,True,0,False,False,False
worker_57,intro_7,20,6,False,-2.43909858668,-10,0,851.0,1472.0,96,True,0,False,False,False
worker_57,moderate_3,20,6,True,3.11469331376,97,0,636.0,1368.0,97,False,0,False,False,False
worker_57,hard_2,20,6,False,-2.60728661427,-10,0,595.0,2489.0,98,False,1,False,False,False
worker_57,moderate_1,20,6,True,2.2198878735,95,0,1092.0,1103.0,95,False,2,False,False,False
worker_57,hard_6,20,6,True,2.52953454079,95,0,931.0,952.0,95,False,3,False,False,False
worker_57,easy_3,20,6,True,-0.591189843751,95,0,924.0,1191.0,95,False,4,False,False,False
worker_57,easy_5,20,6,False,-1.33642031472,-10,0,676.0,1591.0,97,False,5,False,False,False
worker_57,moderate_5,20,6,False,-0.39280924234,-10,0,1612.0,1743.0,91,False,6,False,False,False
worker_57,easy_6,20,6,True,0.781839459559,96,0,2301.0,767.0,96,False,7,False,False,False
worker_57,hard_5,20,6,False,-0.345874559837,-10,0,701.0,1312.0,97,False,8,False,False,False
worker_57,hard_3,20,6,True,1.89687585848,96,0,844.0,903.0,96,False,9,False,False,False
worker_57,moderate_2,20,6,True,0.674740942224,96,0,732.0,1904.0,96,False,10,False,False,False
worker_57,hard_1,20,6,False,0.605379565373,-10,0,901.0,952.0,96,False,11,False,False,False
worker_57,hard_4,20,6,False,-0.435353275152,-10,0,1053.0,1383.0,95,False,12,False,False,False
worker_57,easy_4,20,6,True,-1.70711377408,97,0,629.0,911.0,97,False,13,False,False,False
worker_57,easy_2,20,6,True,-1.79253564564,92,0,1461.0,512.0,92,False,14,False,False,True
worker_57,moderate_4,20,6,True,-0.343377797448,95,0,1004.0,1393.0,95,False,15,False,False,False
worker_57,easy_1,20,6,True,-0.201665388726,92,0,1430.0,783.0,92,False,16,False,False,False
worker_57,moderate_6,20,6,True,2.25674537667,97,0,677.0,1408.0,97,False,17,False,False,False
worker_58,intro_1,20,6,True,-1.51204049218,0,3,10629.0,498.0,0,True,0,False,True,False
worker_58,intro_2,20,6,False,-2.75898544607,-10,3,8161.0,1211.0,0,True,0,False,True,False
worker_58,intro_3,20,6,False,-2.56779364358,-10,3,13279.0,693.0,0,True,0,False,True,False
worker_58,intro_4,20,6,False,-2.69407268457,-10,3,21748.0,86.0,0,True,0,False,True,False
worker_58,intro_5,20,6,False,0.147078355388,-10,2,49179.0,1792.0,0,True,0,False,True,True
worker_58,intro_5,20,6,False,0.147078355388,-10,2,49179.0,1792.0,0,True,0,False,True,True
worker_58,intro_6,20,6,True,1.69515132134,0,2,30819.0,2172.0,0,True,0,False,True,False
worker_58,intro_7,20,6,False,0.674740942224,-10,1,53833.0,1660.0,0,True,0,False,True,True
worker_58,moderate_6,20,6,False,-1.52321324694,-10,2,28328.0,795.0,0,False,0,False,True,False
worker_58,moderate_1,20,6,True,-1.19990507506,0,2,49785.0,2544.0,0,False,1,False,True,False
worker_58,hard_3,20,6,False,-1.55325428229,-10,2,41423.0,2352.0,0,False,2,False,True,False
worker_58,moderate_5,20,6,False,-1.6321228587,-10,3,21269.0,2711.0,0,False,3,False,True,False
worker_58,hard_6,20,6,False,1.75901791975,-10,1,12963.0,2912.0,0,False,4,False,True,False
worker_58,hard_2,20,6,False,-1.63132836702,-10,3,34587.0,1786.0,0,False,5,False,True,False
worker_58,easy_6,20,6,False,-1.52372967467,-10,3,11831.0,233.0,0,False,6,False,True,False
worker_58,easy_2,20,6,True,-1.52045132002,0,3,7775.0,373.0,0,False,7,False,True,False
worker_58,hard_5,20,6,False,-1.5042281773,-10,3,8748.0,1879.0,0,False,8,False,True,False
worker_58,hard_1,20,6,False,3.12104749562,-10,2,43278.0,738.0,0,False,9,False,True,False
worker_58,easy_4,20,6,False,0,-10,2,12085.0,0.0,0,False,10,True,True,False
worker_58,moderate_4,20,6,True,-0.26127880064,0,2,23464.0,2134.0,0,False,11,False,True,False
worker_58,easy_1,20,6,True,-0.0982230458941,0,2,13468.0,2927.0,0,False,12,False,True,False
worker_58,moderate_3,20,6,True,3.07323459828,0,2,13348.0,1858.0,0,False,13,False,True,False
worker_58,easy_5,20,6,False,-1.32841641835,-10,2,18128.0,2029.0,0,False,14,False,True,False
worker_58,moderate_2,20,6,False,-0.103971552781,-10,2,22404.0,1880.0,0,False,15,False,True,False
worker_58,easy_3,20,6,False,-0.487615623823,-10,2,18204.0,203.0,0,False,16,False,True,False
worker_58,hard_4,20,6,False,-0.45502713612,-10,2,26944.0,263.0,0,False,17,False,True,False
worker_59,intro_1,10,6,True,-1.71515946765,66,1,4486.0,934.0,66,True,0,False,False,False
worker_59,intro_2,10,6,False,0,-10,0,11547.0,0.0,66.4,True,0,True,False,False
worker_59,intro_3,10,6,False,0,-10,1,12197.0,0.0,63.6,True,0,True,False,False
worker_59,intro_4,10,6,False,0,-10,1,10125.0,0.0,33.6,True,0,True,False,False
worker_59,intro_5,10,6,False,0.36397895651,-10,0,3870.0,1534.0,78,True,0,False,False,False
worker_59,intro_6,10,6,True,-1.75267206852,81,0,3242.0,1228.0,81,True,0,False,False,False
worker_59,intro_7,10,6,False,-2.38358489867,-10,0,2679.0,910.0,85,True,0,False,False,False
worker_59,easy_2,10,6,True,-2.04834572141,90,0,1740.0,763.0,90,False,0,False,False,False
worker_59,hard_3,10,6,False,1.51500322736,-10,0,2195.0,1042.0,88,False,1,False,False,False
worker_59,hard_6,10,6,False,2.45497108226,-10,2,8200.0,1906.0,37,False,2,False,False,False
worker_59,hard_1,10,6,False,1.73928667932,-10,0,2774.0,2546.0,84,False,3,False,False,False
worker_59,moderate_4,10,6,False,-0.280755148238,-10,0,2608.0,1373.0,85,False,4,False,False,False
worker_59,hard_4,10,6,False,-0.470057777611,-10,4,11117.0,1224.0,10,False,5,False,False,False
worker_59,moderate_2,10,6,True,-0.346418989105,54,2,6886.0,966.0,54,False,6,False,False,False
worker_59,easy_4,10,6,True,-1.59412542694,58,1,5937.0,1188.0,58,False,7,False,False,False
worker_59,easy_6,10,6,True,0.894210368215,91,0,1616.0,1711.0,91,False,8,False,False,False
worker_59,easy_3,10,6,True,-0.38913305024,86,0,2542.0,1150.0,86,False,9,False,False,False
worker_59,hard_5,10,6,False,0.359505964256,-10,0,1978.0,2894.0,89,False,10,False,False,False
worker_59,easy_1,10,6,True,-0.229786461871,87,0,2225.0,2308.0,87,False,11,False,False,False
worker_59,moderate_3,10,6,True,3.07586468454,88,0,2155.0,2816.0,88,False,12,False,False,False
worker_59,moderate_1,10,6,True,2.21429743559,86,0,2463.0,2239.0,86,False,13,False,False,False
worker_59,moderate_6,10,6,False,2.40928465115,-10,1,4817.0,1319.0,70,False,14,False,False,False
worker_59,hard_2,10,6,False,2.96641565907,-10,1,4544.0,1952.0,71,False,15,False,False,False
worker_59,easy_5,10,6,False,-1.30203622128,-10,0,1945.0,1658.0,89,False,16,False,False,False
worker_59,moderate_5,10,6,True,-2.59382450098,62,1,5372.0,1034.0,62,False,17,False,False,False
worker_60,intro_1,10,6,True,-0.450012090499,0,4,14471.0,144.0,0,True,0,False,True,False
worker_60,intro_2,10,6,True,-0.266487731447,9,5,13513.0,1347.0,9,True,0,False,False,False
worker_60,intro_3,10,6,False,0,-10,1,7963.0,0.0,58.8,True,0,True,False,False
worker_60,intro_4,10,6,True,-2.53454473406,66,1,11169.0,2368.0,66,True,0,False,False,False
worker_60,intro_5,10,6,False,0,-10,1,8839.0,0.0,48.0,True,0,True,False,False
worker_60,intro_6,10,6,True,-1.11907065666,72,1,6555.0,870.0,72,True,0,False,False,False
worker_60,intro_7,10,6,True,-2.25606677117,17,3,23658.0,1377.0,17,True,0,False,False,False
worker_60,moderate_2,10,6,False,0,-10,1,10778.0,0.0,57.0,False,0,True,False,False
worker_60,easy_4,10,6,True,-1.32581766367,79,0,7963.0,2221.0,79,False,1,False,False,False
worker_60,hard_6,10,6,False,2.56459373246,-10,0,1551.0,2522.0,92,False,2,False,False,False
worker_60,hard_3,10,6,False,1.97859585006,-10,1,4988.0,1235.0,73,False,3,False,False,False
worker_60,moderate_3,10,6,True,3.10914967991,69,1,4959.0,984.0,69,False,4,False,False,False
worker_60,easy_1,10,6,True,-0.270736324026,84,0,2745.0,1696.0,84,False,5,False,False,False
worker_60,hard_1,10,6,True,2.43296638146,35,2,13852.0,1580.0,35,False,6,False,False,False
worker_60,easy_2,10,6,True,-1.67282179792,66,1,4890.0,885.0,66,False,7,False,False,False
worker_60,easy_5,10,6,True,-1.20817634917,68,1,5567.0,1061.0,68,False,8,False,False,False
worker_60,moderate_6,10,6,True,2.23872538528,72,1,6289.0,1042.0,72,False,9,False,False,False
worker_60,hard_4,10,6,True,-0.531724067259,67,1,4962.0,1250.0,67,False,10,False,False,False
worker_60,easy_6,10,6,True,0.245798335074,90,0,1898.0,1863.0,90,False,11,False,False,False
worker_60,hard_5,10,6,False,-0.326358816707,-10,1,5303.0,1427.0,68,False,12,False,False,False
worker_60,hard_2,10,6,False,2.82613132445,-10,1,7950.0,1726.0,69,False,13,False,False,False
worker_60,moderate_5,10,6,True,-0.710114920079,78,1,4236.0,1038.0,78,False,14,False,False,False
worker_60,easy_3,10,6,False,-0.164763469421,-10,1,5368.0,1263.0,76,False,15,False,False,False
worker_60,moderate_4,10,6,True,-0.482317638598,73,1,4853.0,1484.0,73,False,16,False,False,False
worker_60,moderate_1,10,6,True,2.17842991604,73,1,4286.0,1627.0,73,False,17,False,False,False
worker_61,intro_1,20,6,True,0.529302345648,61,1,4013.0,1375.0,61,True,0,False,False,False
worker_61,intro_2,20,6,False,-0.956906650314,-10,2,10092.0,1228.0,10,True,0,False,False,False
worker_61,intro_3,20,6,True,0.205991336676,57,1,4805.0,1275.0,57,True,0,False,False,False
worker_61,intro_4,20,6,False,-2.45554477275,-10,2,10007.0,2719.0,9,True,0,False,False,False
worker_61,intro_5,20,6,False,2.65530083211,-10,1,6381.0,1528.0,49,True,0,False,False,False
worker_61,intro_6,20,6,True,-1.19160343404,49,1,5766.0,1560.0,49,True,0,False,False,False
worker_61,intro_7,20,6,False,-0.457130010414,-10,0,3620.0,1754.0,79,True,0,False,False,False
worker_61,hard_3,20,6,False,2.09081049638,-10,2,4740.0,1179.0,41,False,0,False,False,False
worker_61,easy_5,20,6,False,0,-10,3,12066.0,0.0,0,False,1,True,True,False
worker_61,hard_2,20,6,False,2.56616800305,-10,1,3808.0,2104.0,64,False,2,False,False,False
worker_61,easy_3,20,6,False,0.593085151904,-10,3,9510.0,2287.0,2,False,3,False,False,False
worker_61,easy_2,20,6,True,-1.58485162607,58,1,4261.0,1464.0,58,False,4,False,False,False
worker_61,moderate_5,20,6,True,-0.54843282516,58,1,4358.0,2568.0,58,False,5,False,False,False
worker_61,easy_4,20,6,True,-1.33072559972,85,0,2646.0,881.0,85,False,6,False,False,False
worker_61,hard_1,20,6,False,0,-10,2,8996.0,0.0,22.8,False,7,True,False,False
worker_61,hard_4,20,6,False,-0.338725479962,-10,0,2898.0,2373.0,84,False,8,False,False,False
worker_61,easy_1,20,6,True,-0.289102749862,87,0,2254.0,1360.0,87,False,9,False,False,False
worker_61,moderate_6,20,6,True,2.11991126008,65,1,3694.0,1216.0,65,False,10,False,False,False
worker_61,easy_6,20,6,True,0.526682799225,93,0,1264.0,2384.0,93,False,11,False,False,False
worker_61,moderate_2,20,6,True,-0.557431091576,0,2,9694.0,1128.0,0,False,12,False,True,False
worker_61,hard_6,20,6,False,0,-10,3,8487.0,0.0,0,False,13,True,True,False
worker_61,moderate_1,20,6,False,0,-10,0,1985.0,0.0,88.6,False,14,True,False,False
worker_61,moderate_4,20,6,True,-0.436480381596,67,1,3291.0,1576.0,67,False,15,False,False,False
worker_61,hard_5,20,6,False,-0.554177575454,-10,0,1508.0,2346.0,92,False,16,False,False,False
worker_61,moderate_3,20,6,True,3.13243959113,90,0,1904.0,2128.0,90,False,17,False,False,False
worker_62,intro_1,10,6,True,-0.12062366858,69,1,20923.0,1565.0,69,True,0,False,False,False
worker_62,intro_2,10,6,True,-0.138006023658,91,0,6503.0,2740.0,91,True,0,False,False,False
worker_62,intro_3,10,6,True,0.226017598213,92,0,1408.0,1456.0,92,True,0,False,False,False
worker_62,intro_4,10,6,True,-2.50561020011,92,0,1431.0,1348.0,92,True,0,False,False,False
worker_62,intro_5,10,6,True,0.66157143082,64,1,5657.0,2250.0,64,True,0,False,False,False
worker_62,intro_6,10,6,True,-1.39585880543,87,0,2270.0,708.0,87,True,0,False,False,False
worker_62,intro_7,10,6,True,-2.23629050483,87,0,2316.0,2101.0,87,True,0,False,False,False
worker_62,moderate_5,10,6,True,-2.4636224438,95,0,1010.0,1312.0,95,False,0,False,False,False
worker_62,moderate_3,10,6,True,-3.12843551812,93,0,1355.0,1095.0,93,False,1,False,False,False
worker_62,hard_6,10,6,False,2.42750195498,-10,0,1186.0,2447.0,94,False,2,False,False,False
worker_62,hard_4,10,6,False,-0.446842468486,-10,0,1322.0,1668.0,93,False,3,False,False,False
worker_62,hard_1,10,6,True,2.41213606143,72,1,3710.0,2485.0,72,False,4,False,False,False
worker_62,moderate_6,10,6,True,2.05057156964,72,1,4191.0,1367.0,72,False,5,False,False,False
worker_62,moderate_4,10,6,False,-0.563748600419,-10,1,7055.0,1056.0,73,False,6,False,False,False
worker_62,hard_2,10,6,False,-2.91986561327,-10,5,12126.0,1266.0,11,False,7,False,False,False
worker_62,hard_5,10,6,False,0.0563505357126,-10,0,1559.0,2184.0,92,False,8,False,False,False
worker_62,easy_5,10,6,True,1.3475849073,92,0,1523.0,1044.0,92,False,9,False,False,False
worker_62,easy_4,10,6,True,-1.40464060038,95,0,942.0,616.0,95,False,10,False,False,False
worker_62,easy_2,10,6,True,-1.76503732298,95,0,3868.0,544.0,95,False,11,False,False,False
worker_62,moderate_2,10,6,True,0.302362402383,24,4,9751.0,1864.0,24,False,12,False,False,False
worker_62,easy_3,10,6,True,-0.731396663021,93,0,4594.0,1532.0,93,False,13,False,False,False
worker_62,moderate_1,10,6,False,0,-10,0,807.0,0.0,95.2,False,14,True,False,False
worker_62,easy_1,10,6,True,-0.279223019777,89,0,2057.0,1277.0,89,False,15,False,False,False
worker_62,hard_3,10,6,False,2.19959261321,-10,4,9464.0,733.0,31,False,16,False,False,False
worker_62,easy_6,10,6,True,1.63453963933,96,0,900.0,658.0,96,False,17,False,False,False
worker_63,intro_1,20,6,True,2.66750458869,0,3,11429.0,1083.0,0,True,0,False,True,False
worker_63,intro_2,20,6,False,0,-10,1,12736.0,0.0,40.4,True,0,True,False,False
worker_63,intro_3,20,6,False,0,-10,0,8243.0,0.0,77.8,True,0,True,False,False
worker_63,intro_4,20,6,False,0,-10,0,2496.0,0.0,85.6,True,0,True,False,False
worker_63,intro_5,20,6,True,-0.615455658851,89,0,2071.0,2160.0,89,True,0,False,False,False
worker_63,intro_6,20,6,True,-1.48604834795,92,0,5037.0,1361.0,92,True,0,False,False,False
worker_63,intro_7,20,6,False,-1.81844699425,-10,0,8217.0,2667.0,86,True,0,False,False,False
worker_63,moderate_1,20,6,False,2.23712162611,-10,0,5373.0,1212.0,88,False,0,False,False,False
worker_63,easy_3,20,6,True,-0.574150675713,88,0,2198.0,2760.0,88,False,1,False,False,False
worker_63,easy_1,20,6,True,-0.212758412559,89,0,1957.0,1940.0,89,False,2,False,False,False
worker_63,hard_4,20,6,False,0,-10,0,1509.0,0.0,91.0,False,3,True,False,False
worker_63,hard_1,20,6,False,2.29491145668,-10,0,6289.0,2172.0,88,False,4,False,False,False
worker_63,hard_6,20,6,True,2.49894770897,93,0,1261.0,1590.0,93,False,5,False,False,False
worker_63,hard_3,20,6,False,1.90832749365,-10,0,5776.0,2235.0,93,False,6,False,False,False
worker_63,easy_6,20,6,True,1.05100170421,93,0,1299.0,1176.0,93,False,7,False,False,False
worker_63,moderate_6,20,6,True,1.96763788447,88,0,5843.0,930.0,88,False,8,False,False,False
worker_63,moderate_4,20,6,False,-0.289503671961,-10,0,1215.0,2099.0,93,False,9,False,False,False
worker_63,moderate_3,20,6,True,-3.11771659459,94,0,1135.0,2331.0,94,False,10,False,False,False
worker_63,easy_4,20,6,True,-1.42359300265,93,0,1330.0,1048.0,93,False,11,False,False,False
worker_63,easy_5,20,6,False,-1.33198661687,-10,0,4644.0,1599.0,93,False,12,False,False,False
worker_63,moderate_5,20,6,False,3.12780042475,-10,0,2359.0,2427.0,87,False,13,False,False,False
worker_63,hard_5,20,6,False,-0.52028799214,-10,0,1106.0,2453.0,94,False,14,False,False,False
worker_63,hard_2,20,6,False,0,-10,0,1459.0,0.0,91.6,False,15,True,False,False
worker_63,easy_2,20,6,True,2.14684297832,71,1,2368.0,2168.0,71,False,16,False,False,False
worker_63,moderate_2,20,6,False,-0.196995719807,-10,0,1000.0,2925.0,95,False,17,False,False,False
worker_64,intro_1,10,6,True,2.41588445556,13,5,8224.0,2176.0,13,True,0,False,False,False
worker_64,intro_2,10,6,True,-0.263963723626,90,0,14832.0,2784.0,90,True,0,False,False,False
worker_64,intro_3,10,6,False,0,-10,0,5176.0,0.0,96.4,True,0,True,False,False
worker_64,intro_4,10,6,False,-2.58711042386,-10,0,1260.0,2190.0,94,True,0,False,False,False
worker_64,intro_5,10,6,True,0.573885894296,86,0,2464.0,1736.0,86,True,0,False,False,False
worker_64,intro_6,10,6,True,-1.54867604157,95,0,3288.0,807.0,95,True,0,False,False,False
worker_64,intro_7,10,6,False,-2.13506451565,-10,0,10347.0,2230.0,95,True,0,False,False,False
worker_64,easy_6,10,6,True,1.30723244321,96,0,859.0,784.0,96,False,0,False,False,False
worker_64,hard_5,10,6,False,0,-10,0,580.0,2272.0,98,False,1,False,False,False
worker_64,moderate_3,10,6,True,3.14159265359,93,0,1393.0,1135.0,93,False,2,False,False,False
worker_64,hard_2,10,6,False,2.66222924624,-10,0,553.0,1656.0,98,False,3,False,False,False
worker_64,easy_1,10,6,True,-0.291456794478,95,0,905.0,1063.0,95,False,4,False,False,False
worker_64,hard_4,10,6,False,0.843584834211,-10,0,858.0,1495.0,96,False,5,False,False,False
worker_64,hard_3,10,6,False,1.94271395805,-10,0,1500.0,2373.0,92,False,6,False,False,False
worker_64,moderate_6,10,6,True,0.778501721009,96,0,818.0,1622.0,96,False,7,False,False,False
worker_64,moderate_5,10,6,True,-2.59448180337,95,0,1032.0,2289.0,95,False,8,False,False,False
worker_64,easy_3,10,6,False,-0.478352431379,-10,0,843.0,2026.0,96,False,9,False,False,False
worker_64,easy_2,10,6,True,-1.63887278505,96,0,897.0,463.0,96,False,10,False,False,False
worker_64,moderate_4,10,6,True,-0.302059445533,95,0,947.0,1568.0,95,False,11,False,False,False
worker_64,moderate_2,10,6,False,1.11155397564,-10,0,745.0,2129.0,96,False,12,False,False,False
worker_64,easy_4,10,6,True,-1.30804893619,95,0,1065.0,1137.0,95,False,13,False,False,False
worker_64,hard_1,10,6,False,2.27798444076,-10,0,746.0,1216.0,96,False,14,False,False,False
worker_64,hard_6,10,6,False,2.56681679189,-10,0,685.0,1784.0,97,False,15,False,False,False
worker_64,moderate_1,10,6,False,2.27497818374,-10,0,845.0,2393.0,96,False,16,False,False,False
worker_64,easy_5,10,6,False,-3.05958520806,-10,0,788.0,1170.0,96,False,17,False,False,False
worker_65,intro_1,20,6,True,-2.51873493148,0,3,17665.0,1193.0,0,True,0,False,True,False
worker_65,intro_2,20,6,True,-0.16789592325,60,1,4008.0,1140.0,60,True,0,False,False,False
worker_65,intro_3,20,6,False,0.0658387693027,-10,2,14342.0,1399.0,0,True,0,False,True,False
worker_65,intro_4,20,6,False,0,-10,1,4193.0,0.0,59.0,True,0,True,False,False
worker_65,intro_5,20,6,False,-0.0448130272597,-10,2,8564.0,1155.0,0,True,0,False,True,False
worker_65,intro_6,20,6,True,-1.7126933814,87,0,6601.0,1776.0,87,True,0,False,False,False
worker_65,intro_7,20,6,True,-2.23373343278,0,2,12889.0,44.0,0,True,0,False,True,False
worker_65,easy_2,20,6,True,-1.92129295421,26,2,6464.0,803.0,26,False,0,False,False,False
worker_65,hard_3,20,6,False,2.18025486474,-10,2,7746.0,883.0,31,False,1,False,False,False
worker_65,hard_1,20,6,False,2.55163692753,-10,3,9120.0,162.0,0,False,2,False,True,False
worker_65,moderate_1,20,6,False,2.32590073027,-10,0,2211.0,1723.0,87,False,3,False,False,False
worker_65,hard_6,20,6,True,2.5512147576,86,0,2430.0,1580.0,86,False,4,False,False,False
worker_65,moderate_6,20,6,True,2.1763409904,55,1,5243.0,1225.0,55,False,5,False,False,False
worker_65,hard_5,20,6,False,-0.0819059020659,-10,2,8182.0,629.0,0,False,6,False,True,False
worker_65,hard_4,20,6,False,-0.676244700489,-10,2,9211.0,1868.0,16,False,7,False,False,False
worker_65,moderate_4,20,6,True,-0.440924248159,32,2,6024.0,2353.0,32,False,8,False,False,False
worker_65,moderate_2,20,6,False,0.146484178394,-10,2,7640.0,2001.0,31,False,9,False,False,False
worker_65,easy_5,20,6,True,-0.220061702634,64,1,3335.0,1049.0,64,False,10,False,False,False
worker_65,easy_1,20,6,True,-0.178092938231,92,0,1588.0,1829.0,92,False,11,False,False,False
worker_65,moderate_3,20,6,True,-3.10955234004,89,0,1906.0,2100.0,89,False,12,False,False,False
worker_65,hard_2,20,6,False,-2.94419709374,-10,1,4951.0,2148.0,59,False,13,False,False,False
worker_65,easy_4,20,6,True,-1.2661219113,94,0,1152.0,1763.0,94,False,14,False,False,False
worker_65,easy_6,20,6,True,0.943488134519,92,0,1511.0,655.0,92,False,15,False,False,False
worker_65,easy_3,20,6,False,-1.11016075688,-10,1,3643.0,763.0,64,False,16,False,False,False
worker_65,moderate_5,20,6,True,-0.57562699776,84,0,2834.0,1815.0,84,False,17,False,False,False
worker_66,intro_1,20,6,True,0.26174730353,0,2,14243.0,1653.0,0,True,0,False,True,False
worker_66,intro_2,20,6,True,-0.254061186401,0,2,11057.0,962.0,0,True,0,False,True,False
worker_66,intro_3,20,6,True,-0.247917607529,0,2,12726.0,1653.0,0,True,0,False,True,False
worker_66,intro_4,20,6,False,-2.64969881763,-10,2,8511.0,1288.0,0,True,0,False,True,False
worker_66,intro_5,20,6,False,0.162673542608,-10,2,12878.0,645.0,0,True,0,False,True,False
worker_66,intro_6,20,6,True,-1.41118925375,0,2,7677.0,884.0,0,True,0,False,True,False
worker_66,intro_7,20,6,False,-2.1674077007,-10,2,11401.0,964.0,0,True,0,False,True,False
worker_66,hard_5,20,6,False,-0.500407570187,-10,2,11237.0,205.0,0,False,0,False,True,False
worker_66,moderate_6,20,6,False,2.50484176871,-10,2,9337.0,754.0,0,False,1,False,True,False
worker_66,hard_2,20,6,False,2.78498663974,-10,3,16269.0,1635.0,0,False,2,False,True,False
worker_66,hard_4,20,6,False,-0.45788788144,-10,2,11737.0,2042.0,0,False,3,False,True,False
worker_66,hard_3,20,6,False,2.11217764151,-10,3,9464.0,937.0,0,False,4,False,True,False
worker_66,moderate_4,20,6,True,-0.469125529716,0,2,11449.0,27.0,0,False,5,False,True,False
worker_66,moderate_3,20,6,True,3.10536262336,0,2,9369.0,902.0,0,False,6,False,True,False
worker_66,easy_4,20,6,True,-0.726100222454,0,2,11137.0,118.0,0,False,7,False,True,False
worker_66,easy_3,20,6,False,-0.470337908912,-10,2,12298.0,1214.0,0,False,8,False,True,False
worker_66,easy_2,20,6,True,0.616932410583,0,2,12816.0,971.0,0,False,9,False,True,False
worker_66,moderate_5,20,6,True,-2.6316917856,0,3,7595.0,908.0,0,False,10,False,True,False
worker_66,hard_1,20,6,True,2.40717266872,0,3,8410.0,820.0,0,False,11,False,True,False
worker_66,moderate_2,20,6,False,-0.257600588393,-10,3,10778.0,118.0,0,False,12,False,True,False
worker_66,moderate_1,20,6,True,2.16697791035,0,2,9107.0,1025.0,0,False,13,False,True,False
worker_66,hard_6,20,6,True,2.51294213122,0,2,8029.0,907.0,0,False,14,False,True,False
worker_66,easy_5,20,6,True,2.31558943906,0,2,12503.0,924.0,0,False,15,False,True,False
worker_66,easy_1,20,6,False,0,-10,3,8149.0,0.0,0,False,16,True,True,False
worker_66,easy_6,20,6,True,1.48342952621,0,3,7533.0,434.0,0,False,17,False,True,False
worker_67,intro_1,20,6,True,0.383176597735,0,2,50878.0,1300.0,0,True,0,False,True,True
worker_67,intro_2,20,6,True,-0.834140014707,0,2,16431.0,2761.0,0,True,0,False,True,False
worker_67,intro_3,20,6,False,-0.0592911545704,-10,3,14366.0,876.0,0,True,0,False,True,False
worker_67,intro_4,20,6,False,-2.62244653934,-10,3,12012.0,52.0,0,True,0,False,True,False
worker_67,intro_5,20,6,True,-1.07286136888,0,3,11974.0,610.0,0,True,0,False,True,False
worker_67,intro_6,20,6,False,2.95994382359,-10,3,10310.0,1062.0,0,True,0,False,True,False
worker_67,intro_7,20,6,False,-2.29685828449,-10,3,6856.0,1172.0,0,True,0,False,True,False
worker_67,intro_1,20,6,True,0.24935819717,43,1,6874.0,1128.0,43,True,0,False,False,False
worker_67,intro_2,20,6,True,-0.135997418037,92,0,1497.0,1785.0,92,True,0,False,False,False
worker_67,intro_3,20,6,True,0.168596939609,92,0,1547.0,1085.0,92,True,0,False,False,False
worker_67,intro_4,20,6,True,-2.50756993393,87,0,2278.0,2163.0,87,True,0,False,False,False
worker_67,intro_5,20,6,True,-0.61586995194,92,0,4988.0,1154.0,92,True,0,False,False,False
worker_67,intro_6,20,6,True,-1.14201829935,29,2,6090.0,1254.0,29,True,0,False,False,False
worker_67,intro_7,20,6,False,0,-10,0,7575.0,0.0,55.0,True,0,True,False,False
worker_67,easy_6,20,6,True,-0.0144917390655,94,0,1162.0,1275.0,94,False,0,False,False,False
worker_67,easy_5,20,6,True,-1.26146749372,95,0,999.0,2174.0,95,False,1,False,False,False
worker_67,moderate_2,20,6,False,0.403115589219,-10,0,970.0,2607.0,95,False,2,False,False,False
worker_67,moderate_6,20,6,True,2.29743866748,92,0,5086.0,1054.0,92,False,3,False,False,False
worker_67,hard_2,20,6,False,2.83870778521,-10,0,1028.0,2338.0,95,False,4,False,False,False
worker_67,moderate_1,20,6,False,2.26669067184,-10,0,1132.0,2268.0,94,False,5,False,False,False
worker_67,hard_6,20,6,False,2.3412702252,-10,0,1754.0,2037.0,90,False,6,False,False,False
worker_67,moderate_3,20,6,True,3.06587561425,95,0,993.0,991.0,95,False,7,False,False,False
worker_67,moderate_5,20,6,False,-2.78771704912,-10,0,1018.0,1928.0,95,False,8,False,False,False
worker_67,moderate_4,20,6,True,-0.327564442378,91,0,1618.0,2056.0,91,False,9,False,False,False
worker_67,easy_2,20,6,True,-1.48262771496,93,0,1348.0,823.0,93,False,10,False,False,False
worker_67,hard_5,20,6,False,0.0512371674034,-10,0,1714.0,2498.0,90,False,11,False,False,False
worker_67,hard_4,20,6,False,-0.506550559242,-10,0,1423.0,1644.0,92,False,12,False,False,False
worker_67,easy_3,20,6,True,-0.395301844885,92,0,1452.0,1109.0,92,False,13,False,False,False
worker_67,hard_3,20,6,False,1.94703833743,-10,0,1423.0,778.0,92,False,14,False,False,False
worker_67,hard_1,20,6,False,2.30861138692,-10,0,1887.0,1962.0,90,False,15,False,False,False
worker_67,easy_4,20,6,True,-1.64498424449,92,0,1530.0,2181.0,92,False,16,False,False,False
worker_67,easy_1,20,6,True,-0.339292614454,95,0,1014.0,1343.0,95,False,17,False,False,False
worker_68,intro_1,10,6,True,-0.0577868307709,0,3,24157.0,1303.0,0,True,0,False,True,False
worker_68,intro_2,10,6,True,-0.264488382549,0,4,14781.0,1259.0,0,True,0,False,True,False
