WID,TrialName,ShotType,WasIn,ShotAngle,TimeFromBeginning,WasIntro,FocusLost
worker_0,intro_1,Experiment,False,-0.0126043744877,2046,True,False
worker_0,intro_1,Experiment,True,0.0969919993545,4442,True,False
worker_0,intro_1,Experiment,True,0.0570807824063,5950,True,False
worker_0,intro_1,Experiment,True,-0.125389120342,8636,True,False
worker_0,intro_1,Experiment,False,-0.0299311783538,10142,True,False
worker_0,intro_1,Final,True,0.165148677415,15541.0,True,False
worker_0,intro_2,Experiment,True,-0.286422224051,2628,True,False
worker_0,intro_2,Experiment,False,0.138807466083,4248,True,False
worker_0,intro_2,Experiment,False,-0.473171130594,7446,True,False
worker_0,intro_2,Experiment,False,0.00877170484444,8790,True,False
worker_0,intro_2,Final,False,-0.625485040239,12558.0,True,False
worker_0,intro_3,Experiment,False,0.124354994547,2191,True,False
worker_0,intro_3,Experiment,False,1.20266555547,4293,True,False
worker_0,intro_3,Experiment,True,0.699892869719,5483,True,False
worker_0,intro_3,Experiment,False,2.7624888001,7055,True,False
worker_0,intro_3,Experiment,True,0.17607177822,8323,True,False
worker_0,intro_3,Final,False,0.1056655821,10931.0,True,False
worker_0,intro_4,Experiment,False,-2.39367692688,2546,True,False
worker_0,intro_4,Experiment,False,-2.57348792112,4101,True,False
worker_0,intro_4,Experiment,False,-2.73297417648,5555,True,False
worker_0,intro_4,Experiment,True,-2.53158871074,6875,True,False
worker_0,intro_4,Experiment,True,-2.53158871074,7963,True,False
worker_0,intro_4,Experiment,True,-2.53158871074,8881,True,False
worker_0,intro_4,Final,True,-2.53158871074,11443.0,True,False
worker_0,intro_5,Experiment,False,0.504861371659,3198,True,False
worker_0,intro_5,Experiment,False,0.404891786285,4882,True,False
worker_0,intro_5,Experiment,True,0.577901936962,6876,True,False
worker_0,intro_5,Experiment,True,0.577901936962,8190,True,False
worker_0,intro_5,Experiment,True,0.577901936962,8992,True,False
worker_0,intro_5,Final,True,0.577901936962,10398.0,True,False
worker_0,intro_6,Experiment,True,-1.12592585339,1696,True,False
worker_0,intro_6,Experiment,True,-1.21084780077,3072,True,False
worker_0,intro_6,Experiment,True,-2.18641621622,4430,True,False
worker_0,intro_6,Experiment,True,-1.7196862744,5606,True,False
worker_0,intro_6,Experiment,True,-1.7196862744,6260,True,False
worker_0,intro_6,Experiment,True,-1.7196862744,6990,True,False
worker_0,intro_6,Final,True,-1.7196862744,8072.0,True,False
worker_0,intro_7,Experiment,True,-1.04977930734,2192,True,False
worker_0,intro_7,Experiment,False,-0.88085187773,4198,True,False
worker_0,intro_7,Experiment,False,-0.88085187773,5344,True,False
worker_0,intro_7,Experiment,False,-0.88085187773,6238,True,False
worker_0,intro_7,Experiment,False,-0.88085187773,6960,True,False
worker_0,intro_7,Experiment,False,-0.88085187773,7778,True,False
worker_0,intro_7,Final,False,-0.88085187773,9620.0,True,False
worker_0,moderate_2,Experiment,False,-0.326358816707,1677,False,False
worker_0,moderate_2,Experiment,False,0.0648440275532,4147,False,False
worker_0,moderate_2,Experiment,True,0.473851336495,6081,False,False
worker_0,moderate_2,Experiment,False,0.759088446145,7707,False,False
worker_0,moderate_2,Experiment,False,0.759088446145,9039,False,False
worker_0,moderate_2,Experiment,True,0.619242436978,10589,False,False
worker_0,moderate_2,Final,True,0.619242436978,11757.0,False,False
worker_0,hard_6,Experiment,True,2.51967092836,2396,False,False
worker_0,hard_6,Experiment,True,2.51967092836,3392,False,False
worker_0,hard_6,Experiment,True,2.51967092836,4200,False,False
worker_0,hard_6,Experiment,False,2.6082053862,5820,False,False
worker_0,hard_6,Experiment,False,2.45764144549,6920,False,False
worker_0,hard_6,Experiment,True,2.53158871074,8060,False,False
worker_0,hard_6,Final,True,2.53158871074,8946.0,False,False
worker_0,hard_2,Experiment,False,-2.83767285674,1333,False,False
worker_0,hard_2,Experiment,False,-2.83767285674,2471,False,False
worker_0,hard_2,Experiment,False,-1.40564764938,4841,False,False
worker_0,hard_2,Experiment,False,3.02448390902,6335,False,False
worker_0,hard_2,Experiment,False,3.02448390902,7647,False,False
worker_0,hard_2,Experiment,False,3.02448390902,8911,False,False
worker_0,hard_2,Experiment,False,3.02448390902,10007,False,False
worker_0,hard_2,Final,False,3.02448390902,11343.0,False,False
worker_0,easy_6,Experiment,True,0.127385288302,1365,False,False
worker_0,easy_6,Experiment,True,0.127385288302,2093,False,False
worker_0,easy_6,Experiment,True,0.127385288302,2729,False,False
worker_0,easy_6,Experiment,True,0.127385288302,3282,False,False
worker_0,easy_6,Experiment,True,0.127385288302,3736,False,False
worker_0,easy_6,Experiment,False,-1.30976767761,5312,False,False
worker_0,easy_6,Experiment,False,-0.76785610334,5905,False,False
worker_0,easy_6,Final,False,-0.76785610334,6757.0,False,False
worker_0,easy_3,Experiment,True,-0.622670788757,1447,False,False
worker_0,easy_3,Experiment,True,-0.35016667609,2337,False,False
worker_0,easy_3,Experiment,True,-0.35016667609,3320,False,False
worker_0,easy_3,Experiment,True,-0.35016667609,4380,False,False
worker_0,easy_3,Experiment,True,-0.35016667609,5286,False,False
worker_0,easy_3,Experiment,True,-0.35016667609,6221,False,False
worker_0,easy_3,Experiment,True,-0.35016667609,7662,False,False
worker_0,easy_3,Experiment,True,-0.35016667609,8706,False,False
worker_0,easy_3,Final,True,-0.500739963551,11526.0,False,False
worker_0,hard_1,Experiment,False,2.24980163549,1676,False,False
worker_0,hard_1,Experiment,False,1.82542099299,4212,False,False
worker_0,hard_1,Experiment,False,2.22714469446,6330,False,False
worker_0,hard_1,Experiment,False,2.7367008673,8222,False,False
worker_0,hard_1,Experiment,False,2.23676556417,10424,False,False
worker_0,hard_1,Final,False,2.62798664887,13297.0,False,False
worker_0,easy_2,Experiment,True,-1.22250333465,1717,False,False
worker_0,easy_2,Final,True,-1.26353751146,4486.0,False,False
worker_0,hard_5,Experiment,False,0.314231899084,1631,False,False
worker_0,hard_5,Experiment,False,-0.0302937599188,3075,False,False
worker_0,hard_5,Experiment,False,0.126088095065,4573,False,False
worker_0,hard_5,Experiment,False,-0.180618610584,6073,False,False
worker_0,hard_5,Experiment,False,0.0472089918092,7729,False,False
worker_0,hard_5,Final,False,0.0462632624244,9933.0,False,False
worker_0,moderate_5,Experiment,False,-2.72285864006,1727,False,False
worker_0,moderate_5,Experiment,True,-0.660228173106,4193,False,False
worker_0,moderate_5,Final,True,-0.547153405219,7091.0,False,False
worker_0,easy_4,Final,True,-1.21670824457,5978.0,False,False
worker_0,moderate_1,Experiment,True,2.17703399098,2139,False,False
worker_0,moderate_1,Final,True,2.22787126251,8047.0,False,False
worker_0,hard_4,Experiment,True,-0.543705359201,1326,False,False
worker_0,hard_4,Final,True,-0.569517314388,3479.0,False,False
worker_0,easy_5,Experiment,False,1.50456680168,1687,False,False
worker_0,easy_5,Experiment,True,1.34533796051,4572,False,False
worker_0,easy_5,Final,False,1.35212738092,10642.0,False,False
worker_0,hard_3,Experiment,False,2.26492335612,1177,False,False
worker_0,hard_3,Experiment,True,2.03164282267,3256,False,False
worker_0,hard_3,Final,False,1.94344123064,6320.0,False,False
worker_0,easy_1,Experiment,True,-0.169528211458,2247,False,False
worker_0,easy_1,Final,True,-0.309328833075,4988.0,False,False
worker_0,moderate_6,Experiment,True,2.18087040079,1488,False,False
worker_0,moderate_6,Final,True,2.22034574893,5060.0,False,False
worker_0,moderate_3,Experiment,True,-3.1134310866,1904,False,False
worker_0,moderate_3,Final,True,3.13401704094,5739.0,False,False
worker_0,moderate_4,Experiment,True,-0.486115737587,1889,False,False
worker_0,moderate_4,Final,True,-0.41716947765,5630.0,False,False
worker_1,intro_1,Experiment,True,-1.79935195618,3462,True,False
worker_1,intro_1,Experiment,True,-1.45923955564,5106,True,False
worker_1,intro_1,Final,True,-1.45059212128,11244.0,True,False
worker_1,intro_2,Experiment,True,-0.406921828157,6028,True,False
worker_1,intro_2,Final,True,-0.410127340541,10993.0,True,False
worker_1,intro_4,Final,True,-2.53299563976,4340.0,True,False
worker_1,intro_5,Final,False,-0.479634618944,4500.0,True,False
worker_1,intro_6,Final,True,2.00830609891,3747.0,True,False
worker_1,intro_7,Final,True,-2.24818276549,3549.0,True,False
worker_1,easy_6,Final,True,0.274969667984,2271.0,False,False
worker_1,easy_2,Final,True,-2.0372969951,1993.0,False,False
worker_1,moderate_6,Final,True,2.08318578711,2128.0,False,False
worker_1,easy_1,Final,True,-0.280198991954,3640.0,False,False
worker_1,hard_2,Final,False,2.7324885923,2162.0,False,False
worker_1,moderate_1,Final,True,2.05316249809,2449.0,False,False
worker_1,moderate_5,Final,False,-2.77334193025,4167.0,False,False
worker_1,moderate_3,Final,True,3.09511452224,3121.0,False,False
worker_1,easy_5,Final,False,1.30141986215,2701.0,False,False
worker_1,hard_5,Final,False,-0.477039665477,3858.0,False,False
worker_1,hard_6,Final,True,2.49334259814,2116.0,False,False
worker_1,easy_4,Final,True,-1.41579958487,2092.0,False,False
worker_1,moderate_4,Final,True,0.588002603548,2263.0,False,False
worker_1,hard_3,Final,False,2.21875174911,1486.0,False,False
worker_1,easy_3,Final,True,-0.766995333163,2668.0,False,False
worker_1,hard_1,Final,True,2.440792096,2236.0,False,False
worker_2,intro_1,Experiment,True,-1.1569689538,2279,True,False
worker_2,intro_1,Experiment,False,3.12031926757,4640,True,False
worker_2,intro_1,Final,True,-2.36664707118,9918.0,True,False
worker_2,intro_2,Final,True,-0.271395280802,7106.0,True,False
worker_2,intro_3,Final,False,0,4004.0,True,False
worker_2,intro_5,Final,False,0.679413805408,6864.0,True,False
worker_2,intro_6,Experiment,True,-1.70049886395,1460,True,False
worker_2,intro_6,Final,True,-1.48862880443,5019.0,True,False
worker_2,intro_7,Final,False,-2.27801315659,2796.0,True,False
worker_2,moderate_4,Final,True,-0.447519975157,7086.0,False,False
worker_2,moderate_1,Final,False,2.25222293827,6225.0,False,False
worker_2,easy_5,Final,True,-1.28006207554,4038.0,False,False
worker_2,moderate_6,Final,True,2.12470573385,2900.0,False,False
worker_2,hard_3,Final,False,1.94168761561,3612.0,False,False
worker_2,hard_5,Final,True,0.0942084883451,3601.0,False,False
worker_2,moderate_5,Final,False,-0.311279732892,3390.0,False,False
worker_2,hard_6,Final,True,2.51242014447,2617.0,False,False
worker_2,easy_6,Final,True,1.1583858852,1754.0,False,False
worker_2,hard_4,Final,False,-0.515747656642,2972.0,False,False
worker_2,hard_1,Final,False,2.3403228072,3497.0,False,False
worker_2,easy_4,Final,True,-1.36115648092,2308.0,False,False
worker_2,easy_3,Final,True,-0.649190947818,3071.0,False,False
worker_2,easy_2,Final,True,-1.7126933814,3115.0,False,False
worker_2,easy_1,Final,True,-0.299947156497,2254.0,False,False
worker_2,moderate_2,Final,False,0.860525319308,2282.0,False,False
worker_2,moderate_3,Final,True,-3.09433057759,3070.0,False,False
worker_3,intro_1,Experiment,True,0.160375443976,1941,True,False
worker_3,intro_1,Experiment,False,0.0317353735285,4223,True,False
worker_3,intro_1,Experiment,True,-0.241920568684,7355,True,False
worker_3,intro_1,Final,True,-0.107369922036,9659.0,True,False
worker_3,intro_2,Experiment,True,-0.192700758662,4638,True,False
worker_3,intro_2,Experiment,False,-0.0700605826385,6637,True,False
worker_3,intro_2,Final,True,-0.170211925285,8700.0,True,False
worker_3,intro_3,Experiment,False,-0.029403288204,5068,True,False
worker_3,intro_3,Experiment,True,-0.153332388398,8055,True,False
worker_3,intro_3,Final,True,-0.156601876982,11319.0,True,False
worker_3,intro_4,Experiment,False,-2.61056254875,4566,True,False
worker_3,intro_4,Experiment,False,-2.57486343607,6768,True,False
worker_3,intro_4,Final,True,-2.54940597404,9465.0,True,False
worker_3,intro_5,Experiment,False,-0.445301043888,6900,True,False
worker_3,intro_5,Experiment,False,-0.785398163397,8829,True,False
worker_3,intro_5,Final,False,-0.520404766823,13427.0,True,False
worker_3,intro_6,Experiment,True,-1.56048741365,3662,True,False
worker_3,intro_6,Experiment,True,-1.41708879774,5546,True,False
worker_3,intro_6,Experiment,True,-1.41708879774,6683,True,False
worker_3,intro_6,Final,True,-1.90935202171,8444.0,True,False
worker_3,easy_2,Experiment,True,-1.30780159511,1858,False,False
worker_3,easy_2,Experiment,True,-1.88502822588,4848,False,False
worker_3,easy_2,Final,True,1.70049886395,6943.0,False,False
worker_3,hard_6,Final,True,2.50990201925,8355.0,False,False
worker_3,hard_4,Experiment,False,-0.448144975076,3433,False,False
worker_3,hard_4,Final,False,-0.515809085477,12022.0,False,False
worker_3,easy_5,Experiment,True,-1.3390794856,2798,False,False
worker_3,easy_5,Final,False,-1.0568766458,7146.0,False,False
worker_3,moderate_3,Final,True,3.09616937417,6806.0,False,False
worker_3,moderate_4,Final,True,-0.407784738677,3651.0,False,False
worker_3,moderate_6,Experiment,True,2.11934572925,2516,False,False
worker_3,moderate_6,Final,True,2.28250267132,9294.0,False,False
worker_3,hard_3,Experiment,True,1.95400783707,2048,False,False
worker_3,hard_3,Final,True,2.04022421824,9080.0,False,False
worker_3,moderate_5,Experiment,True,-0.507098504392,2276,False,False
worker_3,moderate_5,Final,False,-0.414138550476,4395.0,False,False
worker_3,moderate_2,Final,True,-0.192395601516,8726.0,False,False
worker_3,moderate_1,Final,True,2.11121582707,4388.0,False,False
worker_3,easy_1,Final,True,-0.139095941482,3155.0,False,False
worker_3,hard_1,Experiment,False,2.37353379275,3254,False,False
worker_3,hard_1,Experiment,False,1.8763070097,5994,False,False
worker_3,hard_1,Experiment,True,2.41375794463,7933,False,False
worker_3,hard_1,Final,False,2.37688119397,10940.0,False,False
worker_3,hard_2,Experiment,False,-2.9130960143,2149,False,False
worker_3,hard_2,Experiment,False,-2.95764919705,3990,False,False
worker_3,hard_2,Experiment,False,2.91914538816,5987,False,False
worker_3,hard_2,Final,False,3.09547153758,9712.0,False,False
worker_3,easy_4,Final,True,-1.13965758608,5714.0,False,False
worker_3,easy_6,Final,True,0.305447651078,2684.0,False,False
worker_3,easy_3,Final,False,-0.932476518786,3572.0,False,False
worker_4,intro_1,Experiment,True,-0.53691074274,1980,True,False
worker_4,intro_1,Final,True,-0.88847977192,9149.0,True,False
worker_4,intro_2,Final,True,-0.226798848054,7436.0,True,False
worker_4,intro_3,Experiment,False,-0.181523876858,3224,True,False
worker_4,intro_3,Experiment,True,0.388318718172,6849,True,False
worker_4,intro_3,Final,True,0.491962479682,9153.0,True,False
worker_4,intro_4,Experiment,True,-2.49558318885,2060,True,False
worker_4,intro_4,Final,False,-2.57644321358,5060.0,True,False
worker_4,intro_5,Final,True,-0.569756453483,4396.0,True,False
worker_4,intro_6,Final,True,-1.90322263218,2436.0,True,False
worker_4,intro_7,Final,False,-2.17151011011,3612.0,True,False
worker_4,easy_3,Final,True,-0.725865943322,2973.0,False,False
worker_4,easy_2,Final,True,-1.77164411689,1955.0,False,False
worker_4,moderate_1,Final,True,2.09505561781,2643.0,False,False
worker_4,hard_4,Final,True,-0.520191045946,5365.0,False,False
worker_4,hard_5,Final,False,-0.275690969271,2156.0,False,False
worker_4,moderate_5,Final,True,-2.5620286683,3421.0,False,False
worker_4,hard_2,Final,False,2.38743432362,3101.0,False,False
worker_4,moderate_2,Final,True,0.290086932321,3684.0,False,False
worker_4,hard_6,Final,False,2.37146047974,3004.0,False,False
worker_4,hard_3,Final,False,0.7221913315,2573.0,False,False
worker_4,easy_4,Final,True,-1.38583793658,2148.0,False,False
worker_4,easy_6,Final,True,1.62431659525,1724.0,False,False
worker_4,moderate_6,Final,True,1.01158576458,3187.0,False,False
worker_4,easy_5,Final,True,2.30721408927,2092.0,False,False
worker_4,moderate_3,Final,True,3.12248669847,2428.0,False,False
worker_4,easy_1,Final,True,-0.282900853528,2813.0,False,False
worker_4,hard_1,Final,False,2.2122690408,3202.0,False,False
worker_5,intro_1,Experiment,True,-0.0872777129495,4161,True,False
worker_5,intro_1,Experiment,True,-0.302884868375,5899,True,False
worker_5,intro_1,Experiment,True,-0.0685200155587,7451,True,False
worker_5,intro_1,Experiment,True,0.362823332987,11500,True,False
worker_5,intro_1,Final,True,-0.141897054604,27639.0,True,False
worker_5,intro_2,Experiment,True,-0.150635908297,3721,True,False
worker_5,intro_3,Final,False,0.0742434516516,4349.0,True,True
worker_5,intro_4,Experiment,False,-2.58829832827,4693,True,False
worker_5,intro_4,Experiment,True,-2.49295020192,7405,True,False
worker_5,intro_4,Experiment,True,-2.49295020192,8781,True,False
worker_5,intro_4,Experiment,True,-2.49295020192,11205,True,False
worker_5,intro_4,Final,True,-2.49295020192,15306.0,True,False
worker_5,intro_5,Experiment,False,0.0996686524912,4438,True,False
worker_5,intro_5,Experiment,False,-0.139095941482,6254,True,False
worker_5,intro_5,Experiment,False,-0.0532828515597,9406,True,False
worker_5,intro_5,Experiment,False,0.223113361055,11982,True,False
worker_5,intro_5,Final,False,-0.0686419890898,16894.0,True,False
worker_5,intro_6,Experiment,True,-1.32994987155,2342,True,False
worker_5,intro_6,Experiment,True,-1.48765509491,3654,True,False
worker_5,intro_6,Experiment,True,-1.48765509491,4368,True,False
worker_5,intro_6,Experiment,True,-1.48765509491,5054,True,False
worker_5,intro_6,Experiment,True,-1.48765509491,5742,True,False
worker_5,intro_6,Experiment,True,-1.48765509491,6398,True,False
worker_5,intro_6,Experiment,True,-1.48765509491,7031,True,False
worker_5,intro_6,Final,True,-1.48765509491,9382.0,True,False
worker_5,intro_7,Experiment,False,-0.450868751923,6860,True,True
worker_5,intro_7,Experiment,False,-0.441490570777,8948,True,True
worker_5,intro_7,Experiment,True,-0.294413616139,10980,True,True
worker_5,intro_7,Experiment,True,-0.294413616139,12691,True,True
worker_5,intro_7,Final,True,-0.294413616139,15108.0,True,True
worker_5,moderate_1,Experiment,True,2.1851086476,4464,False,False
worker_5,moderate_1,Experiment,True,2.11010100033,6000,False,False
worker_5,moderate_1,Experiment,True,2.11010100033,6888,False,False
worker_5,moderate_1,Experiment,True,2.11010100033,7672,False,False
worker_5,moderate_1,Experiment,True,2.11010100033,8440,False,False
worker_5,moderate_1,Experiment,True,2.11010100033,9000,False,False
worker_5,moderate_1,Final,True,2.11010100033,9880.0,False,False
worker_5,easy_3,Experiment,True,-0.669810826046,3966,False,False
worker_5,easy_3,Experiment,True,-0.669810826046,4926,False,False
worker_5,easy_3,Experiment,True,-0.669810826046,5750,False,False
worker_5,easy_3,Experiment,True,-0.669810826046,6518,False,False
worker_5,easy_3,Experiment,True,-0.669810826046,7254,False,False
