TrialName,Angle,TruthIn,SimIn
hard_1,0.761598219052,0,0.05
hard_1,0.825064737306,0,0.06
hard_1,0.888531255561,0,0.05
hard_1,0.951997773815,0,0.12
hard_1,1.01546429207,1,0.05
hard_1,1.07893081032,0,0.04
hard_1,1.14239732858,0,0.04
hard_1,1.20586384683,0,0.04
hard_1,1.26933036509,0,0.06
hard_1,1.33279688334,0,0.03
hard_1,1.3962634016,0,0.02
hard_1,1.45972991985,0,0.02
hard_1,1.5231964381,0,0.03
hard_1,1.58666295636,0,0.05
hard_1,1.65012947461,0,0.06
hard_1,1.71359599287,0,0.03
hard_1,1.77706251112,0,0.03
hard_1,1.84052902938,0,0.03
hard_1,1.90399554763,0,0.03
hard_1,1.96746206588,0,0.01
hard_1,2.03092858414,0,0.02
hard_1,2.09439510239,0,0.02
hard_1,2.15786162065,0,0.04
hard_1,2.2213281389,0,0.07
hard_1,2.28479465716,0,0.17
hard_1,2.34826117541,0,0.25
hard_1,2.41172769366,1,0.26
hard_1,2.47519421192,0,0.23
hard_1,2.53866073017,0,0.25
hard_1,2.60212724843,0,0.19
hard_1,2.66559376668,0,0.1
hard_1,2.72906028494,0,0.07
hard_1,2.79252680319,0,0.03
hard_1,2.85599332145,0,0.02
hard_1,2.9194598397,0,0.01
hard_1,2.98292635795,0,0.01
hard_1,3.04639287621,0,0.01
hard_1,3.10985939446,0,0.0
hard_1,3.17332591272,0,0.03
hard_1,3.23679243097,0,0.03
hard_1,3.30025894923,0,0.02
hard_1,3.36372546748,0,0.03
hard_1,3.42719198573,0,0.03
hard_1,3.49065850399,0,0.02
hard_1,3.55412502224,0,0.02
hard_1,3.6175915405,0,0.0
hard_1,3.68105805875,0,0.02
hard_1,3.74452457701,0,0.01
hard_1,3.80799109526,0,0.02
hard_1,3.87145761351,0,0.02
hard_1,3.93492413177,0,0.0
hard_1,3.99839065002,0,0.05
hard_1,4.06185716828,0,0.05
hard_1,4.12532368653,0,0.03
hard_1,4.18879020479,0,0.05
hard_1,4.25225672304,0,0.1
hard_1,4.3157232413,0,0.08
hard_1,4.37918975955,0,0.11
hard_1,4.4426562778,0,0.06
hard_1,4.50612279606,0,0.12
hard_1,4.56958931431,0,0.1
hard_1,4.63305583257,0,0.05
hard_1,4.69652235082,0,0.03
hard_1,4.75998886908,0,0.03
hard_1,4.82345538733,0,0.06
hard_1,4.88692190558,0,0.01
hard_1,4.95038842384,0,0.03
hard_1,5.01385494209,0,0.03
hard_1,5.07732146035,0,0.02
hard_1,5.1407879786,1,0.03
hard_1,5.20425449686,0,0.04
hard_1,5.26772101511,0,0.07
hard_1,5.33118753336,0,0.08
hard_1,5.39465405162,0,0.07
hard_1,5.45812056987,0,0.02
hard_1,5.52158708813,1,0.06
hard_1,5.58505360638,0,0.08
hard_1,5.64852012464,0,0.03
hard_1,5.71198664289,0,0.03
hard_1,5.77545316114,0,0.03
hard_1,5.8389196794,0,0.06
hard_1,5.90238619765,0,0.06
hard_1,5.96585271591,0,0.02
hard_1,6.02931923416,0,0.03
hard_1,6.09278575242,0,0.01
hard_1,6.15625227067,0,0.01
hard_1,6.21971878893,0,0.03
hard_1,6.28318530718,0,0.05
hard_2,0.0,0,0.03
hard_2,0.0634665182543,0,0.05
hard_2,0.126933036509,0,0.01
hard_2,0.190399554763,0,0.05
hard_2,0.253866073017,0,0.02
hard_2,0.317332591272,0,0.01
hard_2,0.380799109526,0,0.05
hard_2,0.44426562778,0,0.05
hard_2,0.507732146035,0,0.09
hard_2,0.571198664289,0,0.05
hard_2,0.634665182543,1,0.07
hard_2,0.698131700798,0,0.04
hard_2,0.761598219052,0,0.12
hard_2,0.825064737306,0,0.05
hard_2,0.888531255561,1,0.09
hard_2,0.951997773815,0,0.08
hard_2,1.01546429207,0,0.04
hard_2,1.07893081032,0,0.02
hard_2,1.14239732858,0,0.02
hard_2,1.20586384683,0,0.04
hard_2,1.26933036509,0,0.03
hard_2,1.33279688334,0,0.01
hard_2,1.3962634016,0,0.0
hard_2,1.45972991985,0,0.01
hard_2,1.5231964381,0,0.02
hard_2,1.58666295636,0,0.02
hard_2,1.65012947461,0,0.01
hard_2,1.71359599287,0,0.03
hard_2,1.77706251112,0,0.03
hard_2,1.84052902938,0,0.03
hard_2,1.90399554763,0,0.02
hard_2,1.96746206588,0,0.03
hard_2,2.03092858414,0,0.07
hard_2,2.09439510239,0,0.05
hard_2,2.15786162065,0,0.1
hard_2,2.2213281389,0,0.14
hard_2,2.28479465716,0,0.15
hard_2,2.34826117541,1,0.17
hard_2,2.41172769366,1,0.18
hard_2,2.47519421192,0,0.1
hard_2,2.53866073017,1,0.08
hard_2,2.60212724843,0,0.09
hard_2,2.66559376668,0,0.12
hard_2,2.72906028494,0,0.06
hard_2,2.79252680319,0,0.04
hard_2,2.85599332145,0,0.0
hard_2,2.9194598397,0,0.0
hard_2,2.98292635795,0,0.0
hard_2,3.04639287621,0,0.0
hard_2,3.10985939446,0,0.01
hard_2,3.17332591272,0,0.03
hard_2,3.23679243097,0,0.04
hard_2,3.30025894923,0,0.1
hard_2,3.36372546748,0,0.12
hard_2,3.42719198573,0,0.08
hard_2,3.49065850399,0,0.1
hard_2,3.55412502224,0,0.05
hard_2,3.6175915405,0,0.01
hard_2,3.68105805875,0,0.01
hard_2,3.74452457701,0,0.0
hard_2,3.80799109526,0,0.04
hard_2,3.87145761351,0,0.05
hard_2,3.93492413177,0,0.1
hard_2,3.99839065002,0,0.09
hard_2,4.06185716828,1,0.09
hard_2,4.12532368653,1,0.06
hard_2,4.18879020479,0,0.09
hard_2,4.25225672304,0,0.08
hard_2,4.3157232413,0,0.1
hard_2,4.37918975955,0,0.02
hard_2,4.4426562778,0,0.05
hard_2,4.50612279606,0,0.03
hard_2,4.56958931431,0,0.08
hard_2,4.63305583257,0,0.03
