"","V2","V3","V7","V8","V9","exp","sim","angle"
"905"," easy_5",1e-07,0.5,0.01,0.171666666667,1.18181818181818,0,0.79797979798
"906"," easy_6",1e-07,0.5,0.01,0.171666666667,0.363636363636364,0,0.494949494949
"907"," hard_1",1e-07,0.5,0.01,0.171666666667,5.27272727272727,0,0.373737373737
"908"," hard_2",1e-07,0.5,0.01,0.171666666667,2.36363636363636,0,0.878787878788
"909"," hard_3",1e-07,0.5,0.01,0.171666666667,5.18181818181818,0,0.59595959596
"910"," hard_4",1e-07,0.5,0.01,0.171666666667,6.2,0,0.909090909091
"911"," hard_5",1e-07,0.5,0.01,0.171666666667,5.09090909090909,0,0.393939393939
"912"," hard_6",1e-07,0.5,0.01,0.171666666667,6.1,0,0.424242424242
"913"," moderate_1",1e-07,0.5,0.01,0.171666666667,1,0,0.313131313131
"914"," moderate_2",1e-07,0.5,0.01,0.171666666667,1.45454545454545,0,0.626262626263
"915"," moderate_3",1e-07,0.5,0.01,0.171666666667,2.3,0,0.7121212121215
"916"," moderate_4",1e-07,0.5,0.01,0.171666666667,1.5,0,0.8636363636365
"917"," moderate_5",1e-07,0.5,0.01,0.171666666667,1.7,0,0.949494949495
"918"," moderate_6",1e-07,0.5,0.01,0.171666666667,1.63636363636364,0,0.454545454545
"919"," easy_1",1e-07,0.5,0.01,0.171666666667,0.454545454545455,0,0
"920"," easy_2",1e-07,0.5,0.01,0.171666666667,0.545454545454545,0,0.494949494949
"921"," easy_3",1e-07,0.5,0.01,0.171666666667,1,0,0.626262626263
"922"," easy_4",1e-07,0.5,0.01,0.171666666667,1.3,0,0.313131313131
"923"," easy_5",1e-07,0.5,0.01,0.171666666667,1,0,0.20202020202
"924"," easy_6",1e-07,0.5,0.01,0.171666666667,0.636363636363636,0,0.242424242424
"925"," hard_1",1e-07,0.5,0.01,0.171666666667,5.45454545454545,0,0.373737373737
"926"," hard_2",1e-07,0.5,0.01,0.171666666667,2.18181818181818,0,0.878787878788
"927"," hard_3",1e-07,0.5,0.01,0.171666666667,5.36363636363636,0,0.59595959596
"928"," hard_4",1e-07,0.5,0.01,0.171666666667,5.8,0,0.909090909091
"929"," hard_5",1e-07,0.5,0.01,0.171666666667,5.18181818181818,0,0.393939393939
"930"," hard_6",1e-07,0.5,0.01,0.171666666667,5.1,0,0.424242424242
"931"," moderate_1",1e-07,0.5,0.01,0.171666666667,1.5,0,0.313131313131
"932"," moderate_2",1e-07,0.5,0.01,0.171666666667,1.72727272727273,0,0.626262626263
"933"," moderate_3",1e-07,0.5,0.01,0.171666666667,2.2,0,0.0151515151515
"934"," moderate_4",1e-07,0.5,0.01,0.171666666667,1.5,0,0.626262626263
"935"," moderate_5",1e-07,0.5,0.01,0.171666666667,2.7,0,0.919191919192
"936"," moderate_6",1e-07,0.5,0.01,0.171666666667,2.09090909090909,0,0.515151515152
"937"," easy_1",1e-07,0.5,0.01,0.171666666667,0.545454545454545,0,0.010101010101
"938"," easy_2",1e-07,0.5,0.01,0.171666666667,0.545454545454545,0,0.494949494949
"939"," easy_3",1e-07,0.5,0.01,0.171666666667,1,0,0.626262626263
"940"," easy_4",1e-07,0.5,0.01,0.171666666667,1.4,0,0.313131313131
"941"," easy_5",1e-07,0.5,0.01,0.171666666667,1.54545454545455,0,0.79797979798
"942"," easy_6",1e-07,0.5,0.01,0.171666666667,0.454545454545455,0,0.494949494949
"943"," hard_1",1e-07,0.5,0.01,0.171666666667,5.27272727272727,0,0.373737373737
"944"," hard_2",1e-07,0.5,0.01,0.171666666667,2.72727272727273,0,0.878787878788
"945"," hard_3",1e-07,0.5,0.01,0.171666666667,4.72727272727273,0,0.59595959596
"946"," hard_4",1e-07,0.5,0.01,0.171666666667,6.1,0,0.909090909091
"947"," hard_5",1e-07,0.5,0.01,0.171666666667,5.18181818181818,0,0.393939393939
"948"," hard_6",1e-07,0.5,0.01,0.171666666667,5.5,0,0.424242424242
"949"," moderate_1",1e-07,0.5,0.01,0.171666666667,1.8,0,0.313131313131
"950"," moderate_2",1e-07,0.5,0.01,0.171666666667,1.90909090909091,0,0.626262626263
"951"," moderate_3",1e-07,0.5,0.01,0.171666666667,0.5,0,0
"952"," moderate_4",1e-07,0.5,0.01,0.171666666667,1,0,0.626262626263
"953"," moderate_5",1e-07,0.5,0.01,0.171666666667,2.1,0,0.949494949495
"954"," moderate_6",1e-07,0.5,0.01,0.171666666667,1.18181818181818,0,0.626262626263
"955"," easy_1",1e-07,0.5,0.01,0.171666666667,0.818181818181818,0,0.111111111111
"956"," easy_2",1e-07,0.5,0.01,0.171666666667,0.454545454545455,0,0.494949494949
"957"," easy_3",1e-07,0.5,0.01,0.171666666667,1,0,0.626262626263
"958"," easy_4",1e-07,0.5,0.01,0.171666666667,1.5,0,0.30303030303
"959"," easy_5",1e-07,0.5,0.01,0.171666666667,1.18181818181818,0,0.79797979798
"960"," easy_6",1e-07,0.5,0.01,0.171666666667,0.272727272727273,0,0.494949494949
"961"," hard_1",1e-07,0.5,0.01,0.171666666667,5.63636363636364,0,0.373737373737
"962"," hard_2",1e-07,0.5,0.01,0.171666666667,3.54545454545455,0,0.878787878788
"963"," hard_3",1e-07,0.5,0.01,0.171666666667,5.27272727272727,0,0.59595959596
"964"," hard_4",1e-07,0.5,0.01,0.171666666667,5.8,0,0.747474747475
"965"," hard_5",1e-07,0.5,0.01,0.171666666667,5,0,0.393939393939
"966"," hard_6",1e-07,0.5,0.01,0.171666666667,5.4,0,0.4191919191915
"967"," moderate_1",1e-07,0.5,0.01,0.171666666667,1,0,0.313131313131
"968"," moderate_2",1e-07,0.5,0.01,0.171666666667,2.63636363636364,0,0.626262626263
"969"," moderate_3",1e-07,0.5,0.01,0.171666666667,1.7,0,0.0151515151515
"970"," moderate_4",1e-07,0.5,0.01,0.171666666667,1,0,0.626262626263
"971"," moderate_5",1e-07,0.5,0.01,0.171666666667,2.2,0,0.949494949495
"972"," moderate_6",1e-07,0.5,0.01,0.171666666667,1.27272727272727,0,0.626262626263
"973"," easy_1",1e-07,0.5,0.01,0.171666666667,0.181818181818182,0,0
"974"," easy_2",1e-07,0.5,0.01,0.171666666667,0.272727272727273,0,0.494949494949
"975"," easy_3",1e-07,0.5,0.01,0.171666666667,1,0,0.626262626263
"976"," easy_4",1e-07,0.5,0.01,0.171666666667,1.6,0,0.3888888888885
"977"," easy_5",1e-07,0.5,0.01,0.171666666667,1.09090909090909,0,0.79797979798
"978"," easy_6",1e-07,0.5,0.01,0.171666666667,0.545454545454545,0,0.454545454545
"979"," hard_1",1e-07,0.5,0.01,0.171666666667,5.27272727272727,0,0.373737373737
"980"," hard_2",1e-07,0.5,0.01,0.171666666667,3.27272727272727,0,0.454545454545
"981"," hard_3",1e-07,0.5,0.01,0.171666666667,4.63636363636364,0,0.59595959596
"982"," hard_4",1e-07,0.5,0.01,0.171666666667,6.2,0,0.909090909091
"983"," hard_5",1e-07,0.5,0.01,0.171666666667,5.54545454545455,0,0.393939393939
"984"," hard_6",1e-07,0.5,0.01,0.171666666667,6,0,0.424242424242
"985"," moderate_1",1e-07,0.5,0.01,0.171666666667,1.9,0,0.313131313131
"986"," moderate_2",1e-07,0.5,0.01,0.171666666667,1.81818181818182,0,0.626262626263
"987"," moderate_3",1e-07,0.5,0.01,0.171666666667,2.1,0,0
"988"," moderate_4",1e-07,0.5,0.01,0.171666666667,1,0,0.626262626263
"989"," moderate_5",1e-07,0.5,0.01,0.171666666667,2.5,0,0.949494949495
"990"," moderate_6",1e-07,0.5,0.01,0.171666666667,1.18181818181818,0,0.626262626263
"991"," easy_1",1e-07,0.5,0.01,0.171666666667,0.818181818181818,0,0.121212121212
"992"," easy_2",1e-07,0.5,0.01,0.171666666667,0.545454545454545,0,0.494949494949
"993"," easy_3",1e-07,0.5,0.01,0.171666666667,1,0,0.626262626263
"994"," easy_4",1e-07,0.5,0.01,0.171666666667,1.2,0,0.313131313131
"995"," easy_5",1e-07,0.5,0.01,0.171666666667,1.72727272727273,0,0.717171717172
"996"," easy_6",1e-07,0.5,0.01,0.171666666667,0.545454545454545,0,0.494949494949
"997"," hard_1",1e-07,0.5,0.01,0.171666666667,5.45454545454545,0,0.373737373737
"998"," hard_2",1e-07,0.5,0.01,0.171666666667,3.27272727272727,0,0.535353535354
"999"," hard_3",1e-07,0.5,0.01,0.171666666667,5.27272727272727,0,0.59595959596
"1000"," hard_4",1e-07,0.5,0.01,0.171666666667,6.4,0,0.909090909091
"1001"," hard_5",1e-07,0.5,0.01,0.171666666667,5.27272727272727,0,0.393939393939
"1002"," hard_6",1e-07,0.5,0.01,0.171666666667,5,0,0.424242424242
"1003"," moderate_1",1e-07,0.5,0.01,0.171666666667,1.2,0,0.313131313131
"1004"," moderate_2",1e-07,0.5,0.01,0.171666666667,1.36363636363636,0,0.626262626263
"1005"," moderate_3",1e-07,0.5,0.01,0.171666666667,2.2,0,0.141414141414
"1006"," moderate_4",1e-07,0.5,0.01,0.171666666667,1.5,0,0.626262626263
"1007"," moderate_5",1e-07,0.5,0.01,0.171666666667,2.6,0,0.949494949495
"1008"," moderate_6",1e-07,0.5,0.01,0.171666666667,1,0,0.626262626263
"1009"," easy_1",1e-07,0.5,0.01,0.171666666667,0.272727272727273,0,0
"1010"," easy_2",1e-07,0.5,0.01,0.171666666667,0.636363636363636,0,0.494949494949
"1011"," easy_3",1e-07,0.5,0.01,0.171666666667,1,0,0.626262626263
"1012"," easy_4",1e-07,0.5,0.01,0.171666666667,1,0,0.313131313131
"1013"," easy_5",1e-07,0.5,0.01,0.171666666667,1.18181818181818,0,0.79797979798
"1014"," easy_6",1e-07,0.5,0.01,0.171666666667,0.636363636363636,0,0.454545454545
"1015"," hard_1",1e-07,0.5,0.01,0.171666666667,5.27272727272727,0,0.373737373737
"1016"," hard_2",1e-07,0.5,0.01,0.171666666667,3,0,0.878787878788
"1017"," hard_3",1e-07,0.5,0.01,0.171666666667,5.36363636363636,0,0.59595959596
"1018"," hard_4",1e-07,0.5,0.01,0.171666666667,6.1,0,0.9040404040405
"1019"," hard_5",1e-07,0.5,0.01,0.171666666667,5.27272727272727,0,0.393939393939
"1020"," hard_6",1e-07,0.5,0.01,0.171666666667,5.6,0,0.424242424242
"1021"," moderate_1",1e-07,0.5,0.01,0.171666666667,1.4,0,0.313131313131
"1022"," moderate_2",1e-07,0.5,0.01,0.171666666667,1.54545454545455,0,0.626262626263
"1023"," moderate_3",1e-07,0.5,0.01,0.171666666667,1.1,0,0
"1024"," moderate_4",1e-07,0.5,0.01,0.171666666667,1.1,0,0.626262626263
"1025"," moderate_5",1e-07,0.5,0.01,0.171666666667,1.9,0,0.949494949495
"1026"," moderate_6",1e-07,0.5,0.01,0.171666666667,1.18181818181818,0,0.626262626263
"1027"," easy_1",1e-07,0.5,0.01,0.171666666667,0.636363636363636,0,0.333333333333
"1028"," easy_2",1e-07,0.5,0.01,0.171666666667,0.636363636363636,0,0.494949494949
"1029"," easy_3",1e-07,0.5,0.01,0.171666666667,1.6,0,0.626262626263
"1030"," easy_4",1e-07,0.5,0.01,0.171666666667,1.3,0,0.5252525252525
"1031"," easy_5",1e-07,0.5,0.01,0.171666666667,1.81818181818182,0,0.525252525253
"1032"," easy_6",1e-07,0.5,0.01,0.171666666667,0.363636363636364,0,0.494949494949
"1033"," hard_1",1e-07,0.5,0.01,0.171666666667,5.54545454545455,0,0.838383838384
"1034"," hard_2",1e-07,0.5,0.01,0.171666666667,3.54545454545455,0,0.646464646465
"1035"," hard_3",1e-07,0.5,0.01,0.171666666667,4.72727272727273,0,0.59595959596
"1036"," hard_4",1e-07,0.5,0.01,0.171666666667,6.2,0,0.909090909091
"1037"," hard_5",1e-07,0.5,0.01,0.171666666667,5.81818181818182,0,0.141414141414
"1038"," hard_6",1e-07,0.5,0.01,0.171666666667,5.4,0,0.424242424242
"1039"," moderate_1",1e-07,0.5,0.01,0.171666666667,2.1,0,0.313131313131
"1040"," moderate_2",1e-07,0.5,0.01,0.171666666667,1.72727272727273,0,0.626262626263
"1041"," moderate_3",1e-07,0.5,0.01,0.171666666667,1.1,0,0.010101010101
"1042"," moderate_4",1e-07,0.5,0.01,0.171666666667,1.3,0,0.626262626263
"1043"," moderate_5",1e-07,0.5,0.01,0.171666666667,1.8,0,0.949494949495
"1044"," moderate_6",1e-07,0.5,0.01,0.171666666667,1.63636363636364,0,0.626262626263
"1045"," easy_1",1e-07,0.5,0.01,0.171666666667,0.636363636363636,0,0.343434343434
"1046"," easy_2",1e-07,0.5,0.01,0.171666666667,0.545454545454545,0,0.494949494949
"1047"," easy_3",1e-07,0.5,0.01,0.171666666667,1,0,0.626262626263
"1048"," easy_4",1e-07,0.5,0.01,0.171666666667,1.5,0,0.313131313131
"1049"," easy_5",1e-07,0.5,0.01,0.171666666667,1,0,0.79797979798
"1050"," easy_6",1e-07,0.5,0.01,0.171666666667,0.545454545454545,0,0.464646464646
"1051"," hard_1",1e-07,0.5,0.01,0.171666666667,5.45454545454545,0,0.373737373737
"1052"," hard_2",1e-07,0.5,0.01,0.171666666667,2.72727272727273,0,0.666666666667
"1053"," hard_3",1e-07,0.5,0.01,0.171666666667,4.63636363636364,0,0.59595959596
"1054"," hard_4",1e-07,0.5,0.01,0.171666666667,5.4,0,0.909090909091
"1055"," hard_5",1e-07,0.5,0.01,0.171666666667,5.18181818181818,0,0.393939393939
"1056"," hard_6",1e-07,0.5,0.01,0.171666666667,5.8,0,0.424242424242
"1057"," moderate_1",1e-07,0.5,0.01,0.171666666667,1.2,0,0.313131313131
"1058"," moderate_2",1e-07,0.5,0.01,0.171666666667,1.45454545454545,0,0.626262626263
"1059"," moderate_3",1e-07,0.5,0.01,0.171666666667,2.3,0,0.454545454545
"1060"," moderate_4",1e-07,0.5,0.01,0.171666666667,1,0,0.626262626263
"1061"," moderate_5",1e-07,0.5,0.01,0.171666666667,2.5,0,0.919191919192
"1062"," moderate_6",1e-07,0.5,0.01,0.171666666667,2,0,0.626262626263
"1063"," easy_1",1e-07,0.5,0.01,0.171666666667,0.545454545454545,0,0.010101010101
"1064"," easy_2",1e-07,0.5,0.01,0.171666666667,0.727272727272727,0,0.494949494949
"1065"," easy_3",1e-07,0.5,0.01,0.171666666667,1,0,0.626262626263
"1066"," easy_4",1e-07,0.5,0.01,0.171666666667,1.5,0,0.313131313131
"1067"," easy_5",1e-07,0.5,0.01,0.171666666667,1,0,0.79797979798
"1068"," easy_6",1e-07,0.5,0.01,0.171666666667,0.454545454545455,0,0.494949494949
"1069"," hard_1",1e-07,0.5,0.01,0.171666666667,5.18181818181818,0,0.373737373737
"1070"," hard_2",1e-07,0.5,0.01,0.171666666667,2.63636363636364,0,0.878787878788
"1071"," hard_3",1e-07,0.5,0.01,0.171666666667,4.45454545454545,0,0.59595959596
"1072"," hard_4",1e-07,0.5,0.01,0.171666666667,6.4,0,0.909090909091
"1073"," hard_5",1e-07,0.5,0.01,0.171666666667,5.45454545454545,0,0.393939393939
"1074"," hard_6",1e-07,0.5,0.01,0.171666666667,5.5,0,0.424242424242
"1075"," moderate_1",1e-07,0.5,0.01,0.171666666667,1.2,0,0.313131313131
"1076"," moderate_2",1e-07,0.5,0.01,0.171666666667,1,0,0.626262626263
"1077"," moderate_3",1e-07,0.5,0.01,0.171666666667,1.8,0,0
"1078"," moderate_4",1e-07,0.5,0.01,0.171666666667,2.1,0,0.626262626263
"1079"," moderate_5",1e-07,0.5,0.01,0.171666666667,2.9,0,0.888888888889
"1080"," moderate_6",1e-07,0.5,0.01,0.171666666667,1,0,0.323232323232
"1081"," easy_1",1e-07,0.5,0.01,0.204,0.454545454545455,0,0
"1082"," easy_2",1e-07,0.5,0.01,0.204,0.363636363636364,0,0.494949494949
"1083"," easy_3",1e-07,0.5,0.01,0.204,1,0,0.626262626263
"1084"," easy_4",1e-07,0.5,0.01,0.204,1.1,0,0.313131313131
"1085"," easy_5",1e-07,0.5,0.01,0.204,1.18181818181818,0,0.20202020202
"1086"," easy_6",1e-07,0.5,0.01,0.204,0.636363636363636,0,0.494949494949
"1087"," hard_1",1e-07,0.5,0.01,0.204,5.18181818181818,0,0.373737373737
"1088"," hard_2",1e-07,0.5,0.01,0.204,3.81818181818182,0,0.868686868687
"1089"," hard_3",1e-07,0.5,0.01,0.204,5.09090909090909,0,0.323232323232
"1090"," hard_4",1e-07,0.5,0.01,0.204,5.6,0,0.909090909091
"1091"," hard_5",1e-07,0.5,0.01,0.204,5.63636363636364,0,0.414141414141
"1092"," hard_6",1e-07,0.5,0.01,0.204,5.4,0,0.4191919191915
"1093"," moderate_1",1e-07,0.5,0.01,0.204,1.6,0,0.313131313131
"1094"," moderate_2",1e-07,0.5,0.01,0.204,1.63636363636364,0,0.626262626263
"1095"," moderate_3",1e-07,0.5,0.01,0.204,0.4,0,0
"1096"," moderate_4",1e-07,0.5,0.01,0.204,1,0,0.626262626263
"1097"," moderate_5",1e-07,0.5,0.01,0.204,2.2,0,0.949494949495
"1098"," moderate_6",1e-07,0.5,0.01,0.204,1.09090909090909,0,0.626262626263
"1099"," easy_1",1e-07,0.5,0.01,0.204,0.727272727272727,0,0.545454545455
"1100"," easy_2",1e-07,0.5,0.01,0.204,0.363636363636364,0,0.494949494949
"1101"," easy_3",1e-07,0.5,0.01,0.204,1.9,0,0.626262626263
"1102"," easy_4",1e-07,0.5,0.01,0.204,1.2,0,0.313131313131
"1103"," easy_5",1e-07,0.5,0.01,0.204,1.63636363636364,0,0.79797979798
"1104"," easy_6",1e-07,0.5,0.01,0.204,0.363636363636364,0,0.494949494949
"1105"," hard_1",1e-07,0.5,0.01,0.204,5.18181818181818,0,0.373737373737
"1106"," hard_2",1e-07,0.5,0.01,0.204,2.63636363636364,0,0.878787878788
"1107"," hard_3",1e-07,0.5,0.01,0.204,4.81818181818182,0,0.59595959596
"1108"," hard_4",1e-07,0.5,0.01,0.204,6.3,0,0.909090909091
"1109"," hard_5",1e-07,0.5,0.01,0.204,5.54545454545455,0,0.161616161616
"1110"," hard_6",1e-07,0.5,0.01,0.204,6.1,0,0.3888888888885
"1111"," moderate_1",1e-07,0.5,0.01,0.204,1.6,0,0.373737373737
"1112"," moderate_2",1e-07,0.5,0.01,0.204,2.54545454545455,0,0.626262626263
"1113"," moderate_3",1e-07,0.5,0.01,0.204,2.6,0,0.020202020202
"1114"," moderate_4",1e-07,0.5,0.01,0.204,1.7,0,0.626262626263
"1115"," moderate_5",1e-07,0.5,0.01,0.204,1.7,0,0.949494949495
"1116"," moderate_6",1e-07,0.5,0.01,0.204,2.18181818181818,0,0.464646464646
"1117"," easy_1",1e-07,0.5,0.01,0.204,0.454545454545455,0,0
"1118"," easy_2",1e-07,0.5,0.01,0.204,0.363636363636364,0,0.494949494949
"1119"," easy_3",1e-07,0.5,0.01,0.204,1.2,0,0.626262626263
"1120"," easy_4",1e-07,0.5,0.01,0.204,1.7,0,0.313131313131
"1121"," easy_5",1e-07,0.5,0.01,0.204,1.36363636363636,0,0.79797979798
"1122"," easy_6",1e-07,0.5,0.01,0.204,0.636363636363636,0,0.171717171717
"1123"," hard_1",1e-07,0.5,0.01,0.204,5.09090909090909,0,0.373737373737
"1124"," hard_2",1e-07,0.5,0.01,0.204,2.72727272727273,0,0.878787878788
"1125"," hard_3",1e-07,0.5,0.01,0.204,4.72727272727273,0,0.323232323232
"1126"," hard_4",1e-07,0.5,0.01,0.204,6,0,0.909090909091
"1127"," hard_5",1e-07,0.5,0.01,0.204,5.54545454545455,0,0.393939393939
"1128"," hard_6",1e-07,0.5,0.01,0.204,6.3,0,0.4090909090905
"1129"," moderate_1",1e-07,0.5,0.01,0.204,2.2,0,0.363636363636
"1130"," moderate_2",1e-07,0.5,0.01,0.204,2.54545454545455,0,0.525252525253
"1131"," moderate_3",1e-07,0.5,0.01,0.204,1.9,0,0.479797979798
"1132"," moderate_4",1e-07,0.5,0.01,0.204,1.5,0,0.626262626263
"1133"," moderate_5",1e-07,0.5,0.01,0.204,2.6,0,0.949494949495
"1134"," moderate_6",1e-07,0.5,0.01,0.204,1.45454545454545,0,0.626262626263
"1135"," easy_1",1e-07,0.5,0.01,0.204,0.636363636363636,0,0.222222222222
"1136"," easy_2",1e-07,0.5,0.01,0.204,0.454545454545455,0,0.494949494949
"1137"," easy_3",1e-07,0.5,0.01,0.204,1,0,0.626262626263
"1138"," easy_4",1e-07,0.5,0.01,0.204,1.3,0,0.313131313131
"1139"," easy_5",1e-07,0.5,0.01,0.204,1.36363636363636,0,0.79797979798
"1140"," easy_6",1e-07,0.5,0.01,0.204,0.181818181818182,0,0.494949494949
"1141"," hard_1",1e-07,0.5,0.01,0.204,5.63636363636364,0,0.373737373737
"1142"," hard_2",1e-07,0.5,0.01,0.204,3,0,0.878787878788
"1143"," hard_3",1e-07,0.5,0.01,0.204,4.90909090909091,0,0.59595959596
"1144"," hard_4",1e-07,0.5,0.01,0.204,6,0,0.909090909091
"1145"," hard_5",1e-07,0.5,0.01,0.204,5.63636363636364,0,0.393939393939
"1146"," hard_6",1e-07,0.5,0.01,0.204,5.6,0,0.424242424242
"1147"," moderate_1",1e-07,0.5,0.01,0.204,1.2,0,0.313131313131
"1148"," moderate_2",1e-07,0.5,0.01,0.204,1.81818181818182,0,0.626262626263
"1149"," moderate_3",1e-07,0.5,0.01,0.204,1.8,0,0.0151515151515
"1150"," moderate_4",1e-07,0.5,0.01,0.204,1.7,0,0.626262626263
"1151"," moderate_5",1e-07,0.5,0.01,0.204,2.6,0,0.949494949495
"1152"," moderate_6",1e-07,0.5,0.01,0.204,1.90909090909091,0,0.626262626263
"1153"," easy_1",1e-07,0.5,0.01,0.204,0.272727272727273,0,0
"1154"," easy_2",1e-07,0.5,0.01,0.204,0.818181818181818,0,0.494949494949
"1155"," easy_3",1e-07,0.5,0.01,0.204,1,0,0.7222222222225
"1156"," easy_4",1e-07,0.5,0.01,0.204,1.2,0,0.313131313131
"1157"," easy_5",1e-07,0.5,0.01,0.204,1.18181818181818,0,0.79797979798
"1158"," easy_6",1e-07,0.5,0.01,0.204,0.454545454545455,0,0.494949494949
"1159"," hard_1",1e-07,0.5,0.01,0.204,5.63636363636364,0,0.787878787879
"1160"," hard_2",1e-07,0.5,0.01,0.204,2.90909090909091,0,0.878787878788
"1161"," hard_3",1e-07,0.5,0.01,0.204,4.36363636363636,0,0.59595959596
"1162"," hard_4",1e-07,0.5,0.01,0.204,6.2,0,0.909090909091
"1163"," hard_5",1e-07,0.5,0.01,0.204,5.54545454545455,0,0.393939393939
"1164"," hard_6",1e-07,0.5,0.01,0.204,5.4,0,0.424242424242
"1165"," moderate_1",1e-07,0.5,0.01,0.204,2.1,0,0.313131313131
"1166"," moderate_2",1e-07,0.5,0.01,0.204,1.81818181818182,0,0.383838383838
"1167"," moderate_3",1e-07,0.5,0.01,0.204,1.3,0,0
"1168"," moderate_4",1e-07,0.5,0.01,0.204,1.5,0,0.626262626263
"1169"," moderate_5",1e-07,0.5,0.01,0.204,2.5,0,0.929292929293
"1170"," moderate_6",1e-07,0.5,0.01,0.204,1.72727272727273,0,0.626262626263
"1171"," easy_1",1e-07,0.5,0.01,0.204,0.636363636363636,0,0.010101010101
"1172"," easy_2",1e-07,0.5,0.01,0.204,0.636363636363636,0,0.494949494949
"1173"," easy_3",1e-07,0.5,0.01,0.204,1,0,0.626262626263
"1174"," easy_4",1e-07,0.5,0.01,0.204,1.5,0,0.313131313131
"1175"," easy_5",1e-07,0.5,0.01,0.204,1.54545454545455,0,0.494949494949
"1176"," easy_6",1e-07,0.5,0.01,0.204,0.545454545454545,0,0.494949494949
"1177"," hard_1",1e-07,0.5,0.01,0.204,5.45454545454545,0,0.808080808081
"1178"," hard_2",1e-07,0.5,0.01,0.204,3.18181818181818,0,0.878787878788
"1179"," hard_3",1e-07,0.5,0.01,0.204,5.54545454545455,0,0.59595959596
"1180"," hard_4",1e-07,0.5,0.01,0.204,6,0,0.909090909091
"1181"," hard_5",1e-07,0.5,0.01,0.204,5.54545454545455,0,0.393939393939
"1182"," hard_6",1e-07,0.5,0.01,0.204,5.6,0,0.424242424242
"1183"," moderate_1",1e-07,0.5,0.01,0.204,3.5,0,0.3484848484845
"1184"," moderate_2",1e-07,0.5,0.01,0.204,2.09090909090909,0,0.626262626263
"1185"," moderate_3",1e-07,0.5,0.01,0.204,3.3,0,0.242424242424
"1186"," moderate_4",1e-07,0.5,0.01,0.204,1,0,0.626262626263
"1187"," moderate_5",1e-07,0.5,0.01,0.204,2.3,0,0.949494949495
"1188"," moderate_6",1e-07,0.5,0.01,0.204,1.45454545454545,0,0.626262626263
"1189"," easy_1",1e-07,0.5,0.01,0.204,0.454545454545455,0,0
"1190"," easy_2",1e-07,0.5,0.01,0.204,0.454545454545455,0,0.494949494949
"1191"," easy_3",1e-07,0.5,0.01,0.204,1.1,0,0.626262626263
"1192"," easy_4",1e-07,0.5,0.01,0.204,1.4,0,0.313131313131
"1193"," easy_5",1e-07,0.5,0.01,0.204,1.18181818181818,0,0.79797979798
"1194"," easy_6",1e-07,0.5,0.01,0.204,0.0909090909090909,0,0.494949494949
"1195"," hard_1",1e-07,0.5,0.01,0.204,5.54545454545455,0,0.373737373737
"1196"," hard_2",1e-07,0.5,0.01,0.204,3.45454545454545,0,0.494949494949
"1197"," hard_3",1e-07,0.5,0.01,0.204,4.72727272727273,0,0.59595959596
"1198"," hard_4",1e-07,0.5,0.01,0.204,5.9,0,0.909090909091
"1199"," hard_5",1e-07,0.5,0.01,0.204,5.81818181818182,0,0.393939393939
"1200"," hard_6",1e-07,0.5,0.01,0.204,5.3,0,0.424242424242
"1201"," moderate_1",1e-07,0.5,0.01,0.204,1,0,0.313131313131
"1202"," moderate_2",1e-07,0.5,0.01,0.204,1.81818181818182,0,0.626262626263
"1203"," moderate_3",1e-07,0.5,0.01,0.204,3.2,0,0.0505050505051
"1204"," moderate_4",1e-07,0.5,0.01,0.204,1.7,0,0.626262626263
"1205"," moderate_5",1e-07,0.5,0.01,0.204,2,0,0.949494949495
"1206"," moderate_6",1e-07,0.5,0.01,0.204,1.81818181818182,0,0.626262626263
"1207"," easy_1",1e-07,0.5,0.01,0.204,0.545454545454545,0,0.10101010101
"1208"," easy_2",1e-07,0.5,0.01,0.204,0.363636363636364,0,0.494949494949
"1209"," easy_3",1e-07,0.5,0.01,0.204,1.4,0,0.626262626263
"1210"," easy_4",1e-07,0.5,0.01,0.204,1.6,0,0.313131313131
"1211"," easy_5",1e-07,0.5,0.01,0.204,1,0,0.79797979798
"1212"," easy_6",1e-07,0.5,0.01,0.204,0.363636363636364,0,0.494949494949
"1213"," hard_1",1e-07,0.5,0.01,0.204,4.72727272727273,0,0.373737373737
"1214"," hard_2",1e-07,0.5,0.01,0.204,2.63636363636364,0,0.878787878788
"1215"," hard_3",1e-07,0.5,0.01,0.204,5.63636363636364,0,0.59595959596
"1216"," hard_4",1e-07,0.5,0.01,0.204,5.7,0,0.909090909091
"1217"," hard_5",1e-07,0.5,0.01,0.204,5.27272727272727,0,0.393939393939
"1218"," hard_6",1e-07,0.5,0.01,0.204,5.8,0,0.424242424242
"1219"," moderate_1",1e-07,0.5,0.01,0.204,1.4,0,0.313131313131
"1220"," moderate_2",1e-07,0.5,0.01,0.204,1.63636363636364,0,0.626262626263
"1221"," moderate_3",1e-07,0.5,0.01,0.204,0.6,0,0
"1222"," moderate_4",1e-07,0.5,0.01,0.204,1.6,0,0.626262626263
"1223"," moderate_5",1e-07,0.5,0.01,0.204,2,0,0.949494949495
"1224"," moderate_6",1e-07,0.5,0.01,0.204,1.27272727272727,0,0.626262626263
"1225"," easy_1",1e-07,0.5,0.01,0.204,0.0909090909090909,0,0
"1226"," easy_2",1e-07,0.5,0.01,0.204,0.727272727272727,0,0.494949494949
