"","V2","V3","V7","V8","V9","exp","sim","angle"
"91"," easy_1",1e-07,0.5,0.01,0.01,0.454545454545455,0,0
"92"," easy_2",1e-07,0.5,0.01,0.01,0.272727272727273,0,0.494949494949
"93"," easy_3",1e-07,0.5,0.01,0.01,0.5,0,0.494949494949
"94"," easy_4",1e-07,0.5,0.01,0.01,1.4,0,0.313131313131
"95"," easy_5",1e-07,0.5,0.01,0.01,0.363636363636364,0,0.494949494949
"96"," easy_6",1e-07,0.5,0.01,0.01,0.454545454545455,0,0.494949494949
"97"," hard_1",1e-07,0.5,0.01,0.01,2.18181818181818,0,0.818181818182
"98"," hard_2",1e-07,0.5,0.01,0.01,1.09090909090909,0,0.818181818182
"99"," hard_3",1e-07,0.5,0.01,0.01,1.45454545454545,0,0.626262626263
"100"," hard_4",1e-07,0.5,0.01,0.01,1.6,0,0.929292929293
"101"," hard_5",1e-07,0.5,0.01,0.01,2.27272727272727,0,0.343434343434
"102"," hard_6",1e-07,0.5,0.01,0.01,1.9,0,0.444444444444
"103"," moderate_1",1e-07,0.5,0.01,0.01,0.5,0,0.494949494949
"104"," moderate_2",1e-07,0.5,0.01,0.01,0.545454545454545,0,0.494949494949
"105"," moderate_3",1e-07,0.5,0.01,0.01,1.2,0,0.20202020202
"106"," moderate_4",1e-07,0.5,0.01,0.01,0.7,0,0.5252525252525
"107"," moderate_5",1e-07,0.5,0.01,0.01,0.7,0,0.878787878788
"108"," moderate_6",1e-07,0.5,0.01,0.01,0.454545454545455,0,0.494949494949
"109"," easy_1",1e-07,0.5,0.01,0.01,0.636363636363636,0,0.151515151515
"110"," easy_2",1e-07,0.5,0.01,0.01,0.727272727272727,0,0.575757575758
"111"," easy_3",1e-07,0.5,0.01,0.01,0.6,0,0.555555555556
"112"," easy_4",1e-07,0.5,0.01,0.01,1.2,0,0.313131313131
"113"," easy_5",1e-07,0.5,0.01,0.01,0.363636363636364,0,0.494949494949
"114"," easy_6",1e-07,0.5,0.01,0.01,0.636363636363636,0,0.494949494949
"115"," hard_1",1e-07,0.5,0.01,0.01,2.18181818181818,0,0.818181818182
"116"," hard_2",1e-07,0.5,0.01,0.01,1.18181818181818,0,0.818181818182
"117"," hard_3",1e-07,0.5,0.01,0.01,1,0,0.626262626263
"118"," hard_4",1e-07,0.5,0.01,0.01,1.5,0,0.89898989899
"119"," hard_5",1e-07,0.5,0.01,0.01,1.90909090909091,0,0.343434343434
"120"," hard_6",1e-07,0.5,0.01,0.01,2.7,0,0.444444444444
"121"," moderate_1",1e-07,0.5,0.01,0.01,0.7,0,0.494949494949
"122"," moderate_2",1e-07,0.5,0.01,0.01,0.363636363636364,0,0.494949494949
"123"," moderate_3",1e-07,0.5,0.01,0.01,0.9,0,0
"124"," moderate_4",1e-07,0.5,0.01,0.01,0.5,0,0.5252525252525
"125"," moderate_5",1e-07,0.5,0.01,0.01,1.1,0,0.31818181818205
"126"," moderate_6",1e-07,0.5,0.01,0.01,0.545454545454545,0,0.494949494949
"127"," easy_1",1e-07,0.5,0.01,0.01,0.181818181818182,0,0
"128"," easy_2",1e-07,0.5,0.01,0.01,0.454545454545455,0,0.494949494949
"129"," easy_3",1e-07,0.5,0.01,0.01,0.7,0,0.510101010101
"130"," easy_4",1e-07,0.5,0.01,0.01,1.7,0,0.313131313131
"131"," easy_5",1e-07,0.5,0.01,0.01,0.636363636363636,0,0.494949494949
"132"," easy_6",1e-07,0.5,0.01,0.01,0.545454545454545,0,0.494949494949
"133"," hard_1",1e-07,0.5,0.01,0.01,2.18181818181818,0,0.818181818182
"134"," hard_2",1e-07,0.5,0.01,0.01,1.63636363636364,0,0.666666666667
"135"," hard_3",1e-07,0.5,0.01,0.01,1,0,0.555555555556
"136"," hard_4",1e-07,0.5,0.01,0.01,1,0,0.929292929293
"137"," hard_5",1e-07,0.5,0.01,0.01,1.54545454545455,0,0.343434343434
"138"," hard_6",1e-07,0.5,0.01,0.01,2.3,0,0.434343434343
"139"," moderate_1",1e-07,0.5,0.01,0.01,0.2,0,0.494949494949
"140"," moderate_2",1e-07,0.5,0.01,0.01,0.454545454545455,0,0.494949494949
"141"," moderate_3",1e-07,0.5,0.01,0.01,0.6,0,0.111111111111
"142"," moderate_4",1e-07,0.5,0.01,0.01,0.5,0,0.494949494949
"143"," moderate_5",1e-07,0.5,0.01,0.01,0.8,0,0
"144"," moderate_6",1e-07,0.5,0.01,0.01,0.454545454545455,0,0.494949494949
"145"," easy_1",1e-07,0.5,0.01,0.01,0.636363636363636,0,0.111111111111
"146"," easy_2",1e-07,0.5,0.01,0.01,0.272727272727273,0,0.494949494949
"147"," easy_3",1e-07,0.5,0.01,0.01,0.5,0,0.494949494949
"148"," easy_4",1e-07,0.5,0.01,0.01,1.1,0,0.313131313131
"149"," easy_5",1e-07,0.5,0.01,0.01,0.272727272727273,0,0.494949494949
"150"," easy_6",1e-07,0.5,0.01,0.01,0.545454545454545,0,0.494949494949
"151"," hard_1",1e-07,0.5,0.01,0.01,1.63636363636364,0,0.818181818182
"152"," hard_2",1e-07,0.5,0.01,0.01,1.09090909090909,0,0.818181818182
"153"," hard_3",1e-07,0.5,0.01,0.01,1.18181818181818,0,0.626262626263
"154"," hard_4",1e-07,0.5,0.01,0.01,2.1,0,0.929292929293
"155"," hard_5",1e-07,0.5,0.01,0.01,1.63636363636364,0,0.343434343434
"156"," hard_6",1e-07,0.5,0.01,0.01,2.9,0,0.444444444444
"157"," moderate_1",1e-07,0.5,0.01,0.01,0.4,0,0.494949494949
"158"," moderate_2",1e-07,0.5,0.01,0.01,0.454545454545455,0,0.494949494949
"159"," moderate_3",1e-07,0.5,0.01,0.01,0.7,0,0
"160"," moderate_4",1e-07,0.5,0.01,0.01,0.6,0,0.494949494949
"161"," moderate_5",1e-07,0.5,0.01,0.01,0.9,0,0
"162"," moderate_6",1e-07,0.5,0.01,0.01,0.545454545454545,0,0.494949494949
"163"," easy_1",1e-07,0.5,0.01,0.01,0.727272727272727,0,0.181818181818
"164"," easy_2",1e-07,0.5,0.01,0.01,0.818181818181818,0,0.575757575758
"165"," easy_3",1e-07,0.5,0.01,0.01,0.6,0,0.494949494949
"166"," easy_4",1e-07,0.5,0.01,0.01,2,0,0.313131313131
"167"," easy_5",1e-07,0.5,0.01,0.01,0.545454545454545,0,0.494949494949
"168"," easy_6",1e-07,0.5,0.01,0.01,0.636363636363636,0,0.393939393939
"169"," hard_1",1e-07,0.5,0.01,0.01,2.18181818181818,0,0.818181818182
"170"," hard_2",1e-07,0.5,0.01,0.01,1.27272727272727,0,0.818181818182
"171"," hard_3",1e-07,0.5,0.01,0.01,1.72727272727273,0,0.626262626263
"172"," hard_4",1e-07,0.5,0.01,0.01,1,0,0.929292929293
"173"," hard_5",1e-07,0.5,0.01,0.01,1.63636363636364,0,0.343434343434
"174"," hard_6",1e-07,0.5,0.01,0.01,2.6,0,0.444444444444
"175"," moderate_1",1e-07,0.5,0.01,0.01,0.5,0,0.494949494949
"176"," moderate_2",1e-07,0.5,0.01,0.01,0.545454545454545,0,0.494949494949
"177"," moderate_3",1e-07,0.5,0.01,0.01,0.3,0,0
"178"," moderate_4",1e-07,0.5,0.01,0.01,0.5,0,0.494949494949
"179"," moderate_5",1e-07,0.5,0.01,0.01,1.3,0,0.8434343434345
"180"," moderate_6",1e-07,0.5,0.01,0.01,0.363636363636364,0,0.494949494949
"181"," easy_1",1e-07,0.5,0.01,0.0423333333333,0.636363636363636,0,0.151515151515
"182"," easy_2",1e-07,0.5,0.01,0.0423333333333,0.545454545454545,0,0.494949494949
"183"," easy_3",1e-07,0.5,0.01,0.0423333333333,0.3,0,0.494949494949
"184"," easy_4",1e-07,0.5,0.01,0.0423333333333,1.1,0,0.313131313131
"185"," easy_5",1e-07,0.5,0.01,0.0423333333333,0.363636363636364,0,0.494949494949
"186"," easy_6",1e-07,0.5,0.01,0.0423333333333,0.636363636363636,0,0.494949494949
"187"," hard_1",1e-07,0.5,0.01,0.0423333333333,1.81818181818182,0,0.818181818182
"188"," hard_2",1e-07,0.5,0.01,0.0423333333333,2.09090909090909,0,0.878787878788
"189"," hard_3",1e-07,0.5,0.01,0.0423333333333,1.63636363636364,0,0.626262626263
"190"," hard_4",1e-07,0.5,0.01,0.0423333333333,1.1,0,0.929292929293
"191"," hard_5",1e-07,0.5,0.01,0.0423333333333,2.63636363636364,0,0.373737373737
"192"," hard_6",1e-07,0.5,0.01,0.0423333333333,2.8,0,0.414141414141
"193"," moderate_1",1e-07,0.5,0.01,0.0423333333333,0.8,0,0.494949494949
"194"," moderate_2",1e-07,0.5,0.01,0.0423333333333,0.454545454545455,0,0.494949494949
"195"," moderate_3",1e-07,0.5,0.01,0.0423333333333,0.7,0,0.0757575757575
"196"," moderate_4",1e-07,0.5,0.01,0.0423333333333,0.8,0,0.494949494949
"197"," moderate_5",1e-07,0.5,0.01,0.0423333333333,0.2,0,0
"198"," moderate_6",1e-07,0.5,0.01,0.0423333333333,1,0,0.626262626263
"199"," easy_1",1e-07,0.5,0.01,0.0423333333333,0.636363636363636,0,0.333333333333
"200"," easy_2",1e-07,0.5,0.01,0.0423333333333,0.454545454545455,0,0.494949494949
"201"," easy_3",1e-07,0.5,0.01,0.0423333333333,0.3,0,0.494949494949
"202"," easy_4",1e-07,0.5,0.01,0.0423333333333,1,0,0.313131313131
"203"," easy_5",1e-07,0.5,0.01,0.0423333333333,0.272727272727273,0,0.494949494949
"204"," easy_6",1e-07,0.5,0.01,0.0423333333333,0.636363636363636,0,0.484848484848
"205"," hard_1",1e-07,0.5,0.01,0.0423333333333,2.09090909090909,0,0.818181818182
"206"," hard_2",1e-07,0.5,0.01,0.0423333333333,1.81818181818182,0,0.878787878788
"207"," hard_3",1e-07,0.5,0.01,0.0423333333333,2,0,0.343434343434
"208"," hard_4",1e-07,0.5,0.01,0.0423333333333,2.5,0,0.929292929293
"209"," hard_5",1e-07,0.5,0.01,0.0423333333333,3.54545454545455,0,0.373737373737
"210"," hard_6",1e-07,0.5,0.01,0.0423333333333,3.5,0,0.434343434343
"211"," moderate_1",1e-07,0.5,0.01,0.0423333333333,0.9,0,0.4191919191915
"212"," moderate_2",1e-07,0.5,0.01,0.0423333333333,0.818181818181818,0,0.494949494949
"213"," moderate_3",1e-07,0.5,0.01,0.0423333333333,0.8,0,0
"214"," moderate_4",1e-07,0.5,0.01,0.0423333333333,0.5,0,0.494949494949
"215"," moderate_5",1e-07,0.5,0.01,0.0423333333333,0.3,0,0
"216"," moderate_6",1e-07,0.5,0.01,0.0423333333333,1.63636363636364,0,0.626262626263
"217"," easy_1",1e-07,0.5,0.01,0.0423333333333,0.818181818181818,0,0.545454545455
"218"," easy_2",1e-07,0.5,0.01,0.0423333333333,0.272727272727273,0,0.494949494949
"219"," easy_3",1e-07,0.5,0.01,0.0423333333333,0.5,0,0.494949494949
"220"," easy_4",1e-07,0.5,0.01,0.0423333333333,1.6,0,0.393939393939
"221"," easy_5",1e-07,0.5,0.01,0.0423333333333,0.454545454545455,0,0.494949494949
"222"," easy_6",1e-07,0.5,0.01,0.0423333333333,0.636363636363636,0,0.474747474747
"223"," hard_1",1e-07,0.5,0.01,0.0423333333333,2.54545454545455,0,0.79797979798
"224"," hard_2",1e-07,0.5,0.01,0.0423333333333,2.18181818181818,0,0.878787878788
"225"," hard_3",1e-07,0.5,0.01,0.0423333333333,1.45454545454545,0,0.626262626263
"226"," hard_4",1e-07,0.5,0.01,0.0423333333333,1.2,0,0.929292929293
"227"," hard_5",1e-07,0.5,0.01,0.0423333333333,2.45454545454545,0,0.373737373737
"228"," hard_6",1e-07,0.5,0.01,0.0423333333333,2.8,0,0.444444444444
"229"," moderate_1",1e-07,0.5,0.01,0.0423333333333,0.5,0,0.494949494949
"230"," moderate_2",1e-07,0.5,0.01,0.0423333333333,0.545454545454545,0,0.494949494949
"231"," moderate_3",1e-07,0.5,0.01,0.0423333333333,1.3,0,0.6262626262625
"232"," moderate_4",1e-07,0.5,0.01,0.0423333333333,0.4,0,0.494949494949
"233"," moderate_5",1e-07,0.5,0.01,0.0423333333333,0.8,0,0
"234"," moderate_6",1e-07,0.5,0.01,0.0423333333333,1.36363636363636,0,0.474747474747
"235"," easy_1",1e-07,0.5,0.01,0.0423333333333,0.727272727272727,0,0.141414141414
"236"," easy_2",1e-07,0.5,0.01,0.0423333333333,0.454545454545455,0,0.494949494949
"237"," easy_3",1e-07,0.5,0.01,0.0423333333333,0.6,0,0.494949494949
"238"," easy_4",1e-07,0.5,0.01,0.0423333333333,1,0,0.313131313131
"239"," easy_5",1e-07,0.5,0.01,0.0423333333333,0.181818181818182,0,0.494949494949
"240"," easy_6",1e-07,0.5,0.01,0.0423333333333,0.454545454545455,0,0.494949494949
"241"," hard_1",1e-07,0.5,0.01,0.0423333333333,2.27272727272727,0,0.818181818182
"242"," hard_2",1e-07,0.5,0.01,0.0423333333333,1.81818181818182,0,0.878787878788
"243"," hard_3",1e-07,0.5,0.01,0.0423333333333,1.72727272727273,0,0.626262626263
"244"," hard_4",1e-07,0.5,0.01,0.0423333333333,1.9,0,0.9242424242425
"245"," hard_5",1e-07,0.5,0.01,0.0423333333333,2.54545454545455,0,0.373737373737
"246"," hard_6",1e-07,0.5,0.01,0.0423333333333,2.7,0,0.444444444444
"247"," moderate_1",1e-07,0.5,0.01,0.0423333333333,0.4,0,0.494949494949
"248"," moderate_2",1e-07,0.5,0.01,0.0423333333333,0.636363636363636,0,0.494949494949
"249"," moderate_3",1e-07,0.5,0.01,0.0423333333333,0.5,0,0.060606060606
"250"," moderate_4",1e-07,0.5,0.01,0.0423333333333,0.5,0,0.494949494949
"251"," moderate_5",1e-07,0.5,0.01,0.0423333333333,0.7,0,0.6111111111115
"252"," moderate_6",1e-07,0.5,0.01,0.0423333333333,1.18181818181818,0,0.626262626263
"253"," easy_1",1e-07,0.5,0.01,0.0423333333333,0.454545454545455,0,0
"254"," easy_2",1e-07,0.5,0.01,0.0423333333333,0.363636363636364,0,0.494949494949
"255"," easy_3",1e-07,0.5,0.01,0.0423333333333,0.2,0,0.494949494949
"256"," easy_4",1e-07,0.5,0.01,0.0423333333333,1.7,0,0.313131313131
"257"," easy_5",1e-07,0.5,0.01,0.0423333333333,0.545454545454545,0,0.494949494949
"258"," easy_6",1e-07,0.5,0.01,0.0423333333333,0.727272727272727,0,0.40404040404
"259"," hard_1",1e-07,0.5,0.01,0.0423333333333,2.72727272727273,0,0.818181818182
"260"," hard_2",1e-07,0.5,0.01,0.0423333333333,1.90909090909091,0,0.858585858586
"261"," hard_3",1e-07,0.5,0.01,0.0423333333333,2.18181818181818,0,0.626262626263
"262"," hard_4",1e-07,0.5,0.01,0.0423333333333,1.5,0,0.929292929293
"263"," hard_5",1e-07,0.5,0.01,0.0423333333333,2.36363636363636,0,0.373737373737
"264"," hard_6",1e-07,0.5,0.01,0.0423333333333,3.5,0,0.414141414141
"265"," moderate_1",1e-07,0.5,0.01,0.0423333333333,0.6,0,0.4595959595955
"266"," moderate_2",1e-07,0.5,0.01,0.0423333333333,0.454545454545455,0,0.494949494949
"267"," moderate_3",1e-07,0.5,0.01,0.0423333333333,0.5,0,0
"268"," moderate_4",1e-07,0.5,0.01,0.0423333333333,0.7,0,0.5303030303035
"269"," moderate_5",1e-07,0.5,0.01,0.0423333333333,1,0,0.7626262626265
"270"," moderate_6",1e-07,0.5,0.01,0.0423333333333,1.27272727272727,0,0.626262626263
"271"," easy_1",1e-07,0.5,0.01,0.0423333333333,0.545454545454545,0,0.111111111111
"272"," easy_2",1e-07,0.5,0.01,0.0423333333333,0.454545454545455,0,0.494949494949
"273"," easy_3",1e-07,0.5,0.01,0.0423333333333,0.6,0,0.5303030303035
"274"," easy_4",1e-07,0.5,0.01,0.0423333333333,1.2,0,0.313131313131
"275"," easy_5",1e-07,0.5,0.01,0.0423333333333,0.363636363636364,0,0.494949494949
"276"," easy_6",1e-07,0.5,0.01,0.0423333333333,0.636363636363636,0,0.494949494949
"277"," hard_1",1e-07,0.5,0.01,0.0423333333333,2.72727272727273,0,0.818181818182
"278"," hard_2",1e-07,0.5,0.01,0.0423333333333,1.72727272727273,0,0.878787878788
"279"," hard_3",1e-07,0.5,0.01,0.0423333333333,1.90909090909091,0,0.626262626263
"280"," hard_4",1e-07,0.5,0.01,0.0423333333333,1.5,0,0.9141414141415
"281"," hard_5",1e-07,0.5,0.01,0.0423333333333,2.09090909090909,0,0.373737373737
"282"," hard_6",1e-07,0.5,0.01,0.0423333333333,2.4,0,0.4292929292925
"283"," moderate_1",1e-07,0.5,0.01,0.0423333333333,0.5,0,0.494949494949
"284"," moderate_2",1e-07,0.5,0.01,0.0423333333333,0.818181818181818,0,0.494949494949
"285"," moderate_3",1e-07,0.5,0.01,0.0423333333333,0.9,0,0.3383838383835
"286"," moderate_4",1e-07,0.5,0.01,0.0423333333333,0.5,0,0.494949494949
"287"," moderate_5",1e-07,0.5,0.01,0.0423333333333,1.6,0,0.747474747475
"288"," moderate_6",1e-07,0.5,0.01,0.0423333333333,1.45454545454545,0,0.616161616162
"289"," easy_1",1e-07,0.5,0.01,0.0423333333333,0.363636363636364,0,0
"290"," easy_2",1e-07,0.5,0.01,0.0423333333333,0.454545454545455,0,0.494949494949
"291"," easy_3",1e-07,0.5,0.01,0.0423333333333,0.8,0,0.5202020202025
"292"," easy_4",1e-07,0.5,0.01,0.0423333333333,1.1,0,0.313131313131
"293"," easy_5",1e-07,0.5,0.01,0.0423333333333,0.727272727272727,0,0.505050505051
"294"," easy_6",1e-07,0.5,0.01,0.0423333333333,0.454545454545455,0,0.494949494949
"295"," hard_1",1e-07,0.5,0.01,0.0423333333333,2.81818181818182,0,0.818181818182
"296"," hard_2",1e-07,0.5,0.01,0.0423333333333,2.18181818181818,0,0.878787878788
"297"," hard_3",1e-07,0.5,0.01,0.0423333333333,1.27272727272727,0,0.626262626263
"298"," hard_4",1e-07,0.5,0.01,0.0423333333333,2.1,0,0.929292929293
"299"," hard_5",1e-07,0.5,0.01,0.0423333333333,2.81818181818182,0,0.373737373737
"300"," hard_6",1e-07,0.5,0.01,0.0423333333333,2.9,0,0.444444444444
"301"," moderate_1",1e-07,0.5,0.01,0.0423333333333,0.2,0,0.494949494949
"302"," moderate_2",1e-07,0.5,0.01,0.0423333333333,0.272727272727273,0,0.494949494949
"303"," moderate_3",1e-07,0.5,0.01,0.0423333333333,1.1,0,0
"304"," moderate_4",1e-07,0.5,0.01,0.0423333333333,0.7,0,0.494949494949
"305"," moderate_5",1e-07,0.5,0.01,0.0423333333333,0.4,0,0
"306"," moderate_6",1e-07,0.5,0.01,0.0423333333333,1.09090909090909,0,0.454545454545
"307"," easy_1",1e-07,0.5,0.01,0.0423333333333,0.0909090909090909,0,0
"308"," easy_2",1e-07,0.5,0.01,0.0423333333333,0.545454545454545,0,0.494949494949
"309"," easy_3",1e-07,0.5,0.01,0.0423333333333,0.8,0,0.545454545455
"310"," easy_4",1e-07,0.5,0.01,0.0423333333333,1.1,0,0.313131313131
"311"," easy_5",1e-07,0.5,0.01,0.0423333333333,0.636363636363636,0,0.646464646465
"312"," easy_6",1e-07,0.5,0.01,0.0423333333333,0.454545454545455,0,0.494949494949
"313"," hard_1",1e-07,0.5,0.01,0.0423333333333,2.54545454545455,0,0.818181818182
"314"," hard_2",1e-07,0.5,0.01,0.0423333333333,1.45454545454545,0,0.878787878788
"315"," hard_3",1e-07,0.5,0.01,0.0423333333333,2,0,0.565656565657
"316"," hard_4",1e-07,0.5,0.01,0.0423333333333,2.4,0,0.9141414141415
"317"," hard_5",1e-07,0.5,0.01,0.0423333333333,2.63636363636364,0,0.373737373737
"318"," hard_6",1e-07,0.5,0.01,0.0423333333333,2.7,0,0.3989898989895
"319"," moderate_1",1e-07,0.5,0.01,0.0423333333333,0.6,0,0.494949494949
"320"," moderate_2",1e-07,0.5,0.01,0.0423333333333,0.636363636363636,0,0.494949494949
"321"," moderate_3",1e-07,0.5,0.01,0.0423333333333,1,0,0.020202020202
"322"," moderate_4",1e-07,0.5,0.01,0.0423333333333,0.3,0,0.494949494949
"323"," moderate_5",1e-07,0.5,0.01,0.0423333333333,1.1,0,0.59595959596
"324"," moderate_6",1e-07,0.5,0.01,0.0423333333333,1,0,0.313131313131
"325"," easy_1",1e-07,0.5,0.01,0.0423333333333,0.454545454545455,0,0
