dyna_easy_1_fac15opt1, easy_1, 1.5, 1, 2, 0.20829003884
dyna_easy_1_fac15opt1168325, easy_1, 1.5, 2, 3, 0.888888888889
dyna_easy_1_fac15opt2, easy_1, 1.5, 1, 2, 0.960975118653
dyna_easy_1_fac15opt2431650, easy_1, 1.5, 0, 1, 0.418718814897
dyna_easy_1_fac15opt3, easy_1, 1.5, 1, 2, 0.939393939394
dyna_easy_1_fac15opt3022156, easy_1, 1.5, 2, 4, 0.0128151233271
dyna_easy_1_fac15opt4, easy_1, 1.5, 0, 1, 1.0
dyna_easy_1_fac15opt4744934, easy_1, 1.5, 1, 2, 0.906226898449
dyna_easy_1_fac15opt5, easy_1, 1.5, 0, 1, 0.908768374105
dyna_easy_1_fac15opt579153, easy_1, 1.5, 1, 3, 0.996606741108
dyna_easy_1_fac15opt6271027, easy_1, 1.5, 1, 2, 0.990685909041
dyna_easy_1_fac15opt7, easy_1, 1.5, 0, 2, 0.988352827408
dyna_easy_1_fac15opt700496, easy_1, 1.5, 2, 3, 0.424242424242
dyna_easy_1_fac15opt7246041, easy_1, 1.5, 2, 3, 0.545454545455
dyna_easy_1_fac15opt8055943, easy_1, 1.5, 0, 2, 0.990356498008
dyna_easy_1_fac15opt8059156, easy_1, 1.5, 2, 4, 0.559693993218
dyna_easy_1_fac15opt8785331, easy_1, 1.5, 2, 4, 0.875409428345
dyna_easy_1_fac15opt9186353, easy_1, 1.5, 2, 3, 0.56009687996
dyna_easy_1_fac20opt1, easy_1, 1.5, 1, 5, 0.474747474747
dyna_easy_1_fac20opt1168325, easy_1, 1.5, 1, 5, 0.557108780792
dyna_easy_1_fac20opt2, easy_1, 1.5, 0, 1, 0.906401774561
dyna_easy_1_fac20opt2431650, easy_1, 1.5, 0, 1, 0.927550763238
dyna_easy_1_fac20opt3, easy_1, 1.5, 1, 5, 0.544381060059
dyna_easy_1_fac20opt3022156, easy_1, 1.5, 0, 2, 1.0
dyna_easy_1_fac20opt4, easy_1, 1.5, 0, 1, 0.420802128347
dyna_easy_1_fac20opt4744934, easy_1, 1.5, 0, 3, 0.997108072388
dyna_easy_1_fac20opt5, easy_1, 1.5, 1, 5, 0.107003351858
dyna_easy_1_fac20opt579153, easy_1, 1.5, 1, 5, 0.452290677674
dyna_easy_1_fac20opt6271027, easy_1, 1.5, 1, 4, 0.0
dyna_easy_1_fac20opt7, easy_1, 1.5, 0, 2, 0.90938339079
dyna_easy_1_fac20opt700496, easy_1, 1.5, 1, 5, 0.52671380948
dyna_easy_1_fac20opt7246041, easy_1, 1.5, 1, 4, 1.0
dyna_easy_1_fac20opt8055943, easy_1, 1.5, 0, 1, 0.92655491606
dyna_easy_1_fac20opt8059156, easy_1, 1.5, 1, 3, 0.0
dyna_easy_1_fac20opt8785331, easy_1, 1.5, 0, 2, 0.994541892879
dyna_easy_1_fac20opt9186353, easy_1, 1.5, 1, 3, 0.0
dyna_easy_2_fac15opt1, easy_2, 1.5, 0, 1, 0.872286681401
dyna_easy_2_fac15opt1168325, easy_2, 1.5, 1, 2, 0.382011813593
dyna_easy_2_fac15opt2, easy_2, 1.5, 0, 1, 0.669271565408
dyna_easy_2_fac15opt2431650, easy_2, 1.5, 0, 2, 0.417434280038
dyna_easy_2_fac15opt3, easy_2, 1.5, 0, 1, 0.784961320679
dyna_easy_2_fac15opt3022156, easy_2, 1.5, 0, 1, 0.261451189771
dyna_easy_2_fac15opt4, easy_2, 1.5, 0, 1, 0.573115279975
dyna_easy_2_fac15opt4744934, easy_2, 1.5, 0, 2, 0.286018273267
dyna_easy_2_fac15opt5, easy_2, 1.5, 0, 1, 0.764454924797
dyna_easy_2_fac15opt579153, easy_2, 1.5, 0, 1, 0.817651907997
dyna_easy_2_fac15opt6271027, easy_2, 1.5, 0, 1, 0.246157136464
dyna_easy_2_fac15opt7, easy_2, 1.5, 0, 2, 0.22599381346
dyna_easy_2_fac15opt700496, easy_2, 1.5, 1, 2, 0.749517929734
dyna_easy_2_fac15opt7246041, easy_2, 1.5, 0, 1, 0.607937353034
dyna_easy_2_fac15opt8055943, easy_2, 1.5, 0, 1, 0.924037887643
dyna_easy_2_fac15opt8059156, easy_2, 1.5, 0, 1, 0.671887455624
dyna_easy_2_fac15opt9186353, easy_2, 1.5, 0, 2, 0.690489780324
dyna_easy_2_fac20opt1, easy_2, 1.5, 0, 3, 0.129247493932
