easy_1_fac15opt1, easy_1, 1.5, 0, 4, 0.919191919192
easy_1_fac15opt10, easy_1, 1.5, 0, 2, 0.946735230273
easy_1_fac15opt11, easy_1, 1.5, 0, 3, 0.532322761854
easy_1_fac15opt2, easy_1, 1.5, 0, 3, 0.939393939394
easy_1_fac15opt3, easy_1, 1.5, 0, 6, 0.575757575758
easy_1_fac15opt31, easy_1, 1.5, 0, 1, 0.978810692085
easy_1_fac15opt32, easy_1, 1.5, 0, 1, 0.469875327487
easy_1_fac15opt33, easy_1, 1.5, 0, 1, 0.980501037428
easy_1_fac15opt34, easy_1, 1.5, 0, 2, 0.669919010655
easy_1_fac15opt35, easy_1, 1.5, 0, 2, 0.993964038659
easy_1_fac15opt4, easy_1, 1.5, 0, 1, 0.534055761589
easy_1_fac15opt4744934, easy_1, 1.5, 0, 2, 0.997403604459
easy_1_fac15opt5, easy_1, 1.5, 0, 3, 0.92327116217
easy_1_fac15opt579153, easy_1, 1.5, 0, 6, 0.868686868687
easy_1_fac15opt7, easy_1, 1.5, 0, 2, 0.986750096427
easy_1_fac15opt8, easy_1, 1.5, 0, 2, 0.957581978314
easy_1_fac15opt8785331, easy_1, 1.5, 0, 4, 0.929292929293
easy_1_fac15opt9, easy_1, 1.5, 0, 4, 0.986317637508
easy_1_fac20opt1, easy_1, 1.5, 0, 5, 0.896297836664
easy_1_fac20opt2, easy_1, 1.5, 0, 6, 0.535353535354
easy_1_fac20opt3, easy_1, 1.5, 0, 5, 0.552852633872
easy_1_fac20opt31, easy_1, 1.5, 0, 4, 0.0142810947753
easy_1_fac20opt32, easy_1, 1.5, 0, 11, 0.919191919192
easy_1_fac20opt33, easy_1, 1.5, 0, 2, 0.971548163592
easy_1_fac20opt34, easy_1, 1.5, 0, 7, 0.919191919192
easy_1_fac20opt35, easy_1, 1.5, 0, 9, 0.545454545455
easy_1_fac20opt4, easy_1, 1.5, 0, 2, 0.917992450526
easy_1_fac20opt4744934, easy_1, 1.5, 0, 5, 0.535353535354
easy_1_fac20opt5, easy_1, 1.5, 0, 5, 0.541062794208
easy_1_fac20opt579153, easy_1, 1.5, 0, 5, 0.939393939394
easy_1_fac20opt6, easy_1, 1.5, 0, 5, 0.00297866249799
easy_1_fac20opt7, easy_1, 1.5, 0, 5, 0.89898989899
easy_1_fac20opt8, easy_1, 1.5, 0, 2, 0.531347333593
easy_1_fac20opt8785331, easy_1, 1.5, 0, 4, 1.0
easy_1_fac20opt9, easy_1, 1.5, 0, 6, 0.919191919192
easy_1_fac20opt9939957, easy_1, 1.5, 0, 6, 0.562441184704
easy_2_fac15opt1, easy_2, 1.5, 0, 2, 0.419606647468
easy_2_fac15opt10, easy_2, 1.5, 0, 2, 0.0215311908794
easy_2_fac15opt11, easy_2, 1.5, 0, 1, 0.865856064203
easy_2_fac15opt2, easy_2, 1.5, 0, 1, 0.566313192566
easy_2_fac15opt3, easy_2, 1.5, 0, 2, 0.937226338088
easy_2_fac15opt31, easy_2, 1.5, 0, 1, 0.117428352743
easy_2_fac15opt32, easy_2, 1.5, 0, 1, 0.185191974743
easy_2_fac15opt33, easy_2, 1.5, 0, 1, 0.195082354183
easy_2_fac15opt34, easy_2, 1.5, 0, 2, 0.405704944091
easy_2_fac15opt35, easy_2, 1.5, 0, 1, 0.671229058262
easy_2_fac15opt4, easy_2, 1.5, 0, 2, 0.878777206873
easy_2_fac15opt4744934, easy_2, 1.5, 0, 2, 0.544902521904
easy_2_fac15opt5, easy_2, 1.5, 0, 2, 0.118585307346
easy_2_fac15opt579153, easy_2, 1.5, 0, 2, 0.886807035218
easy_2_fac15opt7, easy_2, 1.5, 0, 1, 0.508837732648
easy_2_fac15opt8, easy_2, 1.5, 0, 1, 0.376078023329
easy_2_fac15opt9, easy_2, 1.5, 0, 1, 0.902310378346
easy_2_fac20opt1, easy_2, 1.5, 0, 3, 0.539171337635
easy_2_fac20opt2, easy_2, 1.5, 0, 1, 0.247291475071
easy_2_fac20opt3, easy_2, 1.5, 0, 4, 0.873364027216
easy_2_fac20opt31, easy_2, 1.5, 0, 1, 0.889453317434
easy_2_fac20opt32, easy_2, 1.5, 0, 1, 0.773124380254
easy_2_fac20opt33, easy_2, 1.5, 0, 1, 0.202013696508
easy_2_fac20opt34, easy_2, 1.5, 0, 1, 0.785871059633
easy_2_fac20opt35, easy_2, 1.5, 0, 1, 0.824849771111
easy_2_fac20opt4, easy_2, 1.5, 0, 1, 0.367480821437
easy_2_fac20opt4744934, easy_2, 1.5, 0, 2, 0.122874331499
easy_2_fac20opt5, easy_2, 1.5, 0, 1, 0.0718548418568
easy_2_fac20opt579153, easy_2, 1.5, 0, 2, 0.245352029168
easy_2_fac20opt6, easy_2, 1.5, 0, 1, 0.775011107748
easy_2_fac20opt7, easy_2, 1.5, 0, 1, 0.693561648987
easy_2_fac20opt8, easy_2, 1.5, 0, 1, 0.781662000192
easy_2_fac20opt9, easy_2, 1.5, 0, 1, 0.683023529695
easy_2_fac20opt9939957, easy_2, 1.5, 0, 2, 0.528704546653
easy_3_fac15opt1, easy_3, 1.5, 0, 1, 0.118229299934
easy_3_fac15opt10, easy_3, 1.5, 3, 3, 0.10101010101
easy_3_fac15opt11, easy_3, 1.5, 0, 4, 0.133212154082
easy_3_fac15opt2, easy_3, 1.5, 0, 4, 0.892487185807
easy_3_fac15opt3, easy_3, 1.5, 1, 5, 0.0811807805266
easy_3_fac15opt31, easy_3, 1.5, 0, 1, 0.917413800017
easy_3_fac15opt32, easy_3, 1.5, 1, 7, 0.89898989899
easy_3_fac15opt33, easy_3, 1.5, 3, 3, 0.868686868687
