TrialName,Angle,TruthIn
easy_1,0.0,1
easy_1,0.00628947478196,1
easy_1,0.0125789495639,1
easy_1,0.0188684243459,0
easy_1,0.0251578991278,0
easy_1,0.0314473739098,0
easy_1,0.0377368486918,0
easy_1,0.0440263234737,0
easy_1,0.0503157982557,0
easy_1,0.0566052730377,0
easy_1,0.0628947478196,0
easy_1,0.0691842226016,0
easy_1,0.0754736973835,0
easy_1,0.0817631721655,0
easy_1,0.0880526469475,0
easy_1,0.0943421217294,0
easy_1,0.100631596511,0
easy_1,0.106921071293,0
easy_1,0.113210546075,0
easy_1,0.119500020857,0
easy_1,0.125789495639,0
easy_1,0.132078970421,0
easy_1,0.138368445203,0
easy_1,0.144657919985,0
easy_1,0.150947394767,0
easy_1,0.157236869549,0
easy_1,0.163526344331,0
easy_1,0.169815819113,0
easy_1,0.176105293895,0
easy_1,0.182394768677,0
easy_1,0.188684243459,0
easy_1,0.194973718241,0
easy_1,0.201263193023,0
easy_1,0.207552667805,0
easy_1,0.213842142587,0
easy_1,0.220131617369,0
easy_1,0.226421092151,0
easy_1,0.232710566933,0
easy_1,0.239000041715,0
easy_1,0.245289516497,0
easy_1,0.251578991278,0
easy_1,0.25786846606,0
easy_1,0.264157940842,0
easy_1,0.270447415624,0
easy_1,0.276736890406,0
easy_1,0.283026365188,0
easy_1,0.28931583997,0
easy_1,0.295605314752,0
easy_1,0.301894789534,0
easy_1,0.308184264316,0
easy_1,0.314473739098,0
easy_1,0.32076321388,0
easy_1,0.327052688662,0
easy_1,0.333342163444,0
easy_1,0.339631638226,0
easy_1,0.345921113008,0
easy_1,0.35221058779,0
easy_1,0.358500062572,0
easy_1,0.364789537354,0
easy_1,0.371079012136,0
easy_1,0.377368486918,0
easy_1,0.3836579617,0
easy_1,0.389947436482,0
easy_1,0.396236911264,0
easy_1,0.402526386046,0
easy_1,0.408815860828,0
easy_1,0.415105335609,0
easy_1,0.421394810391,0
easy_1,0.427684285173,0
easy_1,0.433973759955,0
easy_1,0.440263234737,0
easy_1,0.446552709519,0
easy_1,0.452842184301,0
easy_1,0.459131659083,0
easy_1,0.465421133865,0
easy_1,0.471710608647,0
easy_1,0.478000083429,0
easy_1,0.484289558211,0
easy_1,0.490579032993,0
easy_1,0.496868507775,0
easy_1,0.503157982557,0
easy_1,0.509447457339,0
easy_1,0.515736932121,0
easy_1,0.522026406903,0
easy_1,0.528315881685,0
easy_1,0.534605356467,0
easy_1,0.540894831249,0
easy_1,0.547184306031,0
easy_1,0.553473780813,0
easy_1,0.559763255595,0
easy_1,0.566052730377,0
easy_1,0.572342205159,0
easy_1,0.57863167994,0
easy_1,0.584921154722,0
easy_1,0.591210629504,0
easy_1,0.597500104286,0
easy_1,0.603789579068,0
easy_1,0.61007905385,0
easy_1,0.616368528632,0
easy_1,0.622658003414,0
easy_1,0.628947478196,0
easy_1,0.635236952978,0
easy_1,0.64152642776,0
easy_1,0.647815902542,0
easy_1,0.654105377324,0
easy_1,0.660394852106,0
easy_1,0.666684326888,0
easy_1,0.67297380167,0
easy_1,0.679263276452,0
easy_1,0.685552751234,0
easy_1,0.691842226016,1
easy_1,0.698131700798,1
easy_1,0.70442117558,1
easy_1,0.710710650362,1
easy_1,0.717000125144,1
easy_1,0.723289599926,1
easy_1,0.729579074708,1
easy_1,0.73586854949,1
easy_1,0.742158024271,1
easy_1,0.748447499053,1
easy_1,0.754736973835,1
easy_1,0.761026448617,1
easy_1,0.767315923399,1
easy_1,0.773605398181,1
easy_1,0.779894872963,1
easy_1,0.786184347745,1
easy_1,0.792473822527,1
easy_1,0.798763297309,1
easy_1,0.805052772091,1
easy_1,0.811342246873,1
easy_1,0.817631721655,1
easy_1,0.823921196437,1
easy_1,0.830210671219,1
easy_1,0.836500146001,1
easy_1,0.842789620783,1
easy_1,0.849079095565,1
easy_1,0.855368570347,1
easy_1,0.861658045129,1
easy_1,0.867947519911,1
easy_1,0.874236994693,1
easy_1,0.880526469475,1
easy_1,0.886815944257,1
easy_1,0.893105419039,1
easy_1,0.899394893821,1
easy_1,0.905684368602,1
easy_1,0.911973843384,1
easy_1,0.918263318166,1
easy_1,0.924552792948,1
easy_1,0.93084226773,1
easy_1,0.937131742512,1
easy_1,0.943421217294,1
easy_1,0.949710692076,1
easy_1,0.956000166858,1
easy_1,0.96228964164,1
easy_1,0.968579116422,1
easy_1,0.974868591204,1
easy_1,0.981158065986,1
easy_1,0.987447540768,1
easy_1,0.99373701555,1
easy_1,1.00002649033,1
easy_1,1.00631596511,1
easy_1,1.0126054399,1
easy_1,1.01889491468,1
easy_1,1.02518438946,1
easy_1,1.03147386424,1
easy_1,1.03776333902,1
easy_1,1.04405281381,0
easy_1,1.05034228859,0
easy_1,1.05663176337,0
easy_1,1.06292123815,0
easy_1,1.06921071293,0
easy_1,1.07550018772,0
easy_1,1.0817896625,0
easy_1,1.08807913728,0
easy_1,1.09436861206,0
easy_1,1.10065808684,0
easy_1,1.10694756163,0
easy_1,1.11323703641,0
easy_1,1.11952651119,0
easy_1,1.12581598597,0
easy_1,1.13210546075,0
easy_1,1.13839493554,0
easy_1,1.14468441032,0
easy_1,1.1509738851,0
easy_1,1.15726335988,0
easy_1,1.16355283466,0
easy_1,1.16984230944,0
easy_1,1.17613178423,0
easy_1,1.18242125901,0
easy_1,1.18871073379,0
easy_1,1.19500020857,1
easy_1,1.20128968335,1
easy_1,1.20757915814,1
easy_1,1.21386863292,1
easy_1,1.2201581077,1
easy_1,1.22644758248,1
easy_1,1.23273705726,1
easy_1,1.23902653205,1
easy_1,1.24531600683,1
easy_1,1.25160548161,1
easy_1,1.25789495639,1
easy_1,1.26418443117,1
easy_1,1.27047390596,1
easy_1,1.27676338074,1
easy_1,1.28305285552,0
easy_1,1.2893423303,0
easy_1,1.29563180508,0
easy_1,1.30192127987,0
easy_1,1.30821075465,0
easy_1,1.31450022943,0
easy_1,1.32078970421,0
easy_1,1.32707917899,0
easy_1,1.33336865378,0
easy_1,1.33965812856,1
easy_1,1.34594760334,1
easy_1,1.35223707812,0
easy_1,1.3585265529,0
easy_1,1.36481602769,0
easy_1,1.37110550247,0
easy_1,1.37739497725,0
easy_1,1.38368445203,0
easy_1,1.38997392681,0
easy_1,1.3962634016,0
easy_1,1.40255287638,0
easy_1,1.40884235116,0
easy_1,1.41513182594,0
easy_1,1.42142130072,0
easy_1,1.42771077551,0
easy_1,1.43400025029,0
easy_1,1.44028972507,0
easy_1,1.44657919985,0
easy_1,1.45286867463,0
easy_1,1.45915814942,0
easy_1,1.4654476242,0
easy_1,1.47173709898,0
easy_1,1.47802657376,0
easy_1,1.48431604854,0
easy_1,1.49060552332,0
easy_1,1.49689499811,0
easy_1,1.50318447289,0
easy_1,1.50947394767,0
easy_1,1.51576342245,0
easy_1,1.52205289723,0
easy_1,1.52834237202,0
easy_1,1.5346318468,0
easy_1,1.54092132158,0
easy_1,1.54721079636,0
easy_1,1.55350027114,0
easy_1,1.55978974593,0
easy_1,1.56607922071,0
easy_1,1.57236869549,0
easy_1,1.57865817027,0
easy_1,1.58494764505,0
easy_1,1.59123711984,0
easy_1,1.59752659462,0
easy_1,1.6038160694,0
easy_1,1.61010554418,0
easy_1,1.61639501896,0
easy_1,1.62268449375,0
easy_1,1.62897396853,0
easy_1,1.63526344331,0
easy_1,1.64155291809,0
easy_1,1.64784239287,0
easy_1,1.65413186766,0
easy_1,1.66042134244,0
easy_1,1.66671081722,0
easy_1,1.673000292,0
easy_1,1.67928976678,0
easy_1,1.68557924157,0
easy_1,1.69186871635,0
easy_1,1.69815819113,0
easy_1,1.70444766591,0
easy_1,1.71073714069,0
easy_1,1.71702661548,0
easy_1,1.72331609026,0
easy_1,1.72960556504,0
easy_1,1.73589503982,0
easy_1,1.7421845146,0
easy_1,1.74847398939,0
easy_1,1.75476346417,0
easy_1,1.76105293895,0
easy_1,1.76734241373,0
easy_1,1.77363188851,0
easy_1,1.7799213633,0
easy_1,1.78621083808,0
easy_1,1.79250031286,0
easy_1,1.79878978764,0
easy_1,1.80507926242,0
easy_1,1.8113687372,0
easy_1,1.81765821199,0
easy_1,1.82394768677,0
easy_1,1.83023716155,0
easy_1,1.83652663633,0
easy_1,1.84281611111,0
easy_1,1.8491055859,0
easy_1,1.85539506068,0
easy_1,1.86168453546,0
easy_1,1.86797401024,0
easy_1,1.87426348502,0
easy_1,1.88055295981,0
easy_1,1.88684243459,0
easy_1,1.89313190937,0
easy_1,1.89942138415,0
easy_1,1.90571085893,0
easy_1,1.91200033372,0
easy_1,1.9182898085,0
easy_1,1.92457928328,0
easy_1,1.93086875806,0
easy_1,1.93715823284,0
easy_1,1.94344770763,0
easy_1,1.94973718241,0
easy_1,1.95602665719,0
easy_1,1.96231613197,0
easy_1,1.96860560675,0
easy_1,1.97489508154,0
easy_1,1.98118455632,0
easy_1,1.9874740311,0
easy_1,1.99376350588,0
easy_1,2.00005298066,0
easy_1,2.00634245545,0
easy_1,2.01263193023,0
easy_1,2.01892140501,0
easy_1,2.02521087979,0
easy_1,2.03150035457,0
easy_1,2.03778982936,0
easy_1,2.04407930414,0
easy_1,2.05036877892,0
easy_1,2.0566582537,0
easy_1,2.06294772848,0
easy_1,2.06923720327,1
easy_1,2.07552667805,1
easy_1,2.08181615283,1
easy_1,2.08810562761,1
easy_1,2.09439510239,1
easy_1,2.10068457718,1
easy_1,2.10697405196,1
easy_1,2.11326352674,1
easy_1,2.11955300152,1
easy_1,2.1258424763,1
easy_1,2.13213195108,1
easy_1,2.13842142587,1
easy_1,2.14471090065,1
easy_1,2.15100037543,1
easy_1,2.15728985021,1
easy_1,2.16357932499,1
easy_1,2.16986879978,1
easy_1,2.17615827456,1
easy_1,2.18244774934,1
easy_1,2.18873722412,1
easy_1,2.1950266989,1
easy_1,2.20131617369,1
easy_1,2.20760564847,0
easy_1,2.21389512325,0
easy_1,2.22018459803,0
easy_1,2.22647407281,0
easy_1,2.2327635476,0
easy_1,2.23905302238,0
easy_1,2.24534249716,0
easy_1,2.25163197194,0
easy_1,2.25792144672,0
easy_1,2.26421092151,0
easy_1,2.27050039629,0
easy_1,2.27678987107,0
easy_1,2.28307934585,0
easy_1,2.28936882063,0
easy_1,2.29565829542,0
easy_1,2.3019477702,0
easy_1,2.30823724498,0
easy_1,2.31452671976,0
easy_1,2.32081619454,0
easy_1,2.32710566933,0
easy_1,2.33339514411,0
easy_1,2.33968461889,0
easy_1,2.34597409367,0
easy_1,2.35226356845,0
easy_1,2.35855304324,0
easy_1,2.36484251802,0
easy_1,2.3711319928,0
easy_1,2.37742146758,0
easy_1,2.38371094236,0
easy_1,2.39000041715,0
easy_1,2.39628989193,0
easy_1,2.40257936671,1
easy_1,2.40886884149,1
easy_1,2.41515831627,1
easy_1,2.42144779106,1
easy_1,2.42773726584,1
easy_1,2.43402674062,1
easy_1,2.4403162154,1
easy_1,2.44660569018,1
easy_1,2.45289516497,1
easy_1,2.45918463975,1
easy_1,2.46547411453,1
easy_1,2.47176358931,1
easy_1,2.47805306409,1
easy_1,2.48434253887,1
easy_1,2.49063201366,1
easy_1,2.49692148844,1
easy_1,2.50321096322,1
easy_1,2.509500438,1
easy_1,2.51578991278,1
easy_1,2.52207938757,1
easy_1,2.52836886235,1
easy_1,2.53465833713,1
easy_1,2.54094781191,1
easy_1,2.54723728669,1
easy_1,2.55352676148,1
easy_1,2.55981623626,1
easy_1,2.56610571104,1
easy_1,2.57239518582,1
easy_1,2.5786846606,1
easy_1,2.58497413539,1
easy_1,2.59126361017,1
easy_1,2.59755308495,1
easy_1,2.60384255973,1
easy_1,2.61013203451,1
easy_1,2.6164215093,1
easy_1,2.62271098408,1
easy_1,2.62900045886,1
easy_1,2.63528993364,1
easy_1,2.64157940842,1
easy_1,2.64786888321,1
easy_1,2.65415835799,1
easy_1,2.66044783277,1
easy_1,2.66673730755,1
easy_1,2.67302678233,1
easy_1,2.67931625712,1
easy_1,2.6856057319,1
easy_1,2.69189520668,1
easy_1,2.69818468146,1
easy_1,2.70447415624,1
easy_1,2.71076363103,1
easy_1,2.71705310581,1
easy_1,2.72334258059,1
easy_1,2.72963205537,0
easy_1,2.73592153015,0
easy_1,2.74221100494,0
easy_1,2.74850047972,0
