3624812, hard_1,1.1,2,4,0.242424242,0.2,0.00825,0.6
3624812, hard_1,2.2,2,3,0.777777778,0.2,0.00825,0.6
3624812, moderate_6,1.1,3,4,0.414141414,0.2,0.00825,0.6
3624812, moderate_6,2.2,2,4,0.656565657,0.2,0.00825,0.6
3624812, hard_3,1.1,2,3,0.141414141,0.2,0.00825,0.6
3624812, hard_3,2.2,1,5,0.323232323,0.2,0.00825,0.6
3624812, hard_2,1.1,2,4,0.656565657,0.2,0.00825,0.6
3624812, hard_2,2.2,1,4,0.353535354,0.2,0.00825,0.6
3624812, easy_6,1.1,0,1,0.090909091,0.2,0.00825,0.6
3624812, easy_6,2.2,0,1,0.535353535,0.2,0.00825,0.6
3624812, easy_1,1.1,0,1,0.545454545,0.2,0.00825,0.6
3624812, easy_1,2.2,0,2,0.535353535,0.2,0.00825,0.6
3624812, easy_2,1.1,0,1,0.838383838,0.2,0.00825,0.6
3624812, easy_2,2.2,0,3,0.757575758,0.2,0.00825,0.6
3624812, hard_5,1.1,2,3,0.929292929,0.2,0.00825,0.6
3624812, hard_5,2.2,0,5,0.98989899,0.2,0.00825,0.6
3624812, moderate_2,1.1,2,4,0.505050505,0.2,0.00825,0.6
3624812, moderate_2,2.2,1,5,0.070707071,0.2,0.00825,0.6
3624812, easy_5,1.1,2,2,0.313131313,0.2,0.00825,0.6
3624812, easy_5,2.2,1,4,0.575757576,0.2,0.00825,0.6
3624812, moderate_1,1.1,1,4,0.333333333,0.2,0.00825,0.6
3624812, moderate_1,2.2,0,6,0.777777778,0.2,0.00825,0.6
3624812, moderate_5,1.1,3,4,0.898989899,0.2,0.00825,0.6
3624812, moderate_5,2.2,0,7,0.555555556,0.2,0.00825,0.6
3624812, moderate_4,1.1,2,4,0.929292929,0.2,0.00825,0.6
3624812, moderate_4,2.2,1,5,0.878787879,0.2,0.00825,0.6
3624812, easy_4,1.1,0,1,0.808080808,0.2,0.00825,0.6
3624812, easy_4,2.2,0,4,0.767676768,0.2,0.00825,0.6
3624812, moderate_3,1.1,2,3,0.505050505,0.2,0.00825,0.6
3624812, moderate_3,2.2,0,9,0.515151515,0.2,0.00825,0.6
