3905085, easy_1,1.5,0,1,0.466397807,0.11,0.007,0.6
3905085, easy_1,2.25,0,5,0.919191919,0.11,0.007,0.6
9394970, easy_1,1.5,0,1,0.955925484,0.11,0.007,0.6
9394970, easy_1,2.25,0,2,0.200308402,0.11,0.007,0.6
895985, easy_1,1.5,0,2,0.418213565,0.11,0.007,0.6
895985, easy_1,2.25,0,1,0.556799646,0.11,0.007,0.6
6626354, easy_1,1.5,0,1,0.904434152,0.11,0.007,0.6
6626354, easy_1,2.25,0,3,0.967412137,0.11,0.007,0.6
7227465, easy_1,1.5,0,1,0.903129813,0.11,0.007,0.6
7227465, easy_1,2.25,0,3,0.168721296,0.11,0.007,0.6
3332788, easy_1,1.5,0,1,0.05866335,0.11,0.007,0.6
3332788, easy_1,2.25,0,1,0.96678579,0.11,0.007,0.6
7093281, easy_1,1.5,0,5,0.929292929,0.11,0.007,0.6
7093281, easy_1,2.25,0,1,0.902559218,0.11,0.007,0.6
9824240, easy_1,1.5,0,1,0.632921201,0.11,0.007,0.6
9824240, easy_1,2.25,0,5,0.892615147,0.11,0.007,0.6
495261, easy_1,1.5,0,2,0.993701809,0.11,0.007,0.6
495261, easy_1,2.25,0,6,0.603758132,0.11,0.007,0.6
3501549, easy_1,1.5,0,1,0.022827873,0.11,0.007,0.6
3501549, easy_1,2.25,0,5,0.929292929,0.11,0.007,0.6
8286647, easy_1,1.5,0,4,0.939393939,0.11,0.007,0.6
8286647, easy_1,2.25,0,3,0.188608972,0.11,0.007,0.6
6189032, easy_1,1.5,0,5,0.535353535,0.11,0.007,0.6
6189032, easy_1,2.25,0,1,0.904403029,0.11,0.007,0.6
3905085, easy_2,1.5,0,1,0.360335848,0.11,0.007,0.6
3905085, easy_2,2.25,0,1,0.125340896,0.11,0.007,0.6
9394970, easy_2,1.5,0,1,0.781103113,0.11,0.007,0.6
9394970, easy_2,2.25,0,1,0.027275023,0.11,0.007,0.6
895985, easy_2,1.5,0,2,0.652100925,0.11,0.007,0.6
895985, easy_2,2.25,0,1,0.092782416,0.11,0.007,0.6
6626354, easy_2,1.5,0,1,0.226842447,0.11,0.007,0.6
6626354, easy_2,2.25,0,1,0.277414338,0.11,0.007,0.6
7227465, easy_2,1.5,0,1,0.424995144,0.11,0.007,0.6
7227465, easy_2,2.25,0,1,0.556700609,0.11,0.007,0.6
3332788, easy_2,1.5,0,1,0.716295679,0.11,0.007,0.6
3332788, easy_2,2.25,0,1,0.918904019,0.11,0.007,0.6
