TrialName,Angle
easy_1,-0.0719262586884
easy_2,-1.56313585144
easy_3,-0.256251128441
easy_4,-1.47513950552
easy_5,-1.17275215344
easy_6,-3.1073813808
hard_1,2.66642887812
hard_2,-2.84313079676
hard_3,2.15991439436
hard_4,-0.727502674126
hard_5,0.025802018823
hard_6,2.54990539234
moderate_1,2.00338592151
moderate_2,-0.192914627653
moderate_3,3.09337641432
moderate_4,-0.540704818497
moderate_5,-0.748507834323
moderate_6,2.36113705334
